Entity,Code,Year,Wind Generation - TWh,Solar Generation - TWh,Geo Biomass Other - TWh,Hydro Generation - TWh
Ecuador,ECU,2015,0.098806317,0.036057927,0.407751048,13.09627001
Ecuador,ECU,2016,0.08395875,0.038754818,0.489796491,15.83384201
Ecuador,ECU,2017,0.0734,0.03748,0.43085,20.08861
Ecuador,ECU,2018,0.080257771,0.038079324,0.427967651,20.67800187
Ecuador,ECU,2019,0.085526937,0.16645228,0.454723448,24.66426354
Ecuador,ECU,2020,0.085526937,0.166446255,0.484793657,24.76799493
Egypt,EGY,1965,0,0,0,1.7324048
Egypt,EGY,1966,0,0,0,1.8252122
Egypt,EGY,1967,0,0,0,1.966633
Egypt,EGY,1968,0,0,0,3.0007726
Egypt,EGY,1969,0,0,0,3.9907182
Egypt,EGY,1970,0,0,0,4.6889834
Egypt,EGY,1971,0,0,0,5.0469548
Egypt,EGY,1972,0,0,0,5.1618592
Egypt,EGY,1973,0,0,0,5.1530204
Egypt,EGY,1974,0,0,0,6.1164496
Egypt,EGY,1975,0,0,0,6.7926178
Egypt,EGY,1976,0,0,0,8.0035334
Egypt,EGY,1977,0,0,0,9.037673
Egypt,EGY,1978,0,0,0,9.9303918
Egypt,EGY,1979,0,0,0,9.6077756
Egypt,EGY,1980,0,0,0,9.8022292
Egypt,EGY,1981,0,0,0,10.2132334
Egypt,EGY,1982,0,0,0,10.4916556
Egypt,EGY,1983,0,0,0,9.8154874
Egypt,EGY,1984,0,0,0,9.6298726
Egypt,EGY,1985,0,0,0,9.148
Egypt,EGY,1986,0,0,0,8.972
Egypt,EGY,1987,0,0,0,8.9695
Egypt,EGY,1988,0,0,0,8.829
Egypt,EGY,1989,0,0,0,9.487
Egypt,EGY,1990,0,0,0,9.953
Egypt,EGY,1991,0,0,0,9.916
Egypt,EGY,1992,0,0,0,9.8
Egypt,EGY,1993,0,0,0,10.0925
Egypt,EGY,1994,0,0,0,10.728
Egypt,EGY,1995,0,0,0,11.192
Egypt,EGY,1996,0,0,0,11.484
Egypt,EGY,1997,0,0,0,11.771
Egypt,EGY,1998,0,0,0,12.1045
Egypt,EGY,1999,0.012,0,0,13.4405
Egypt,EGY,2000,0.0805,0.0002,0,14.178
Egypt,EGY,2001,0.179,0.0009,0,14.4135
Egypt,EGY,2002,0.2125,0.001,0,13.9945
Egypt,EGY,2003,0.286,0.001,0,12.939
Egypt,EGY,2004,0.504050505,0.001,0,12.8315
Egypt,EGY,2005,0.510111111,0.001,0,12.644
Egypt,EGY,2006,0.605060606,0.001,0,12.7845
Egypt,EGY,2007,0.662436364,0.0012,0,14.2175
Egypt,EGY,2008,0.929813131,0.0015,0,15.096
Egypt,EGY,2009,1.037193939,0.0022,0,13.7725
Egypt,EGY,2010,1.409143434,0.0252,0,12.9545
Egypt,EGY,2011,1.494824939,0.244569,0,12.99
Egypt,EGY,2012,1.33620304,0.504201,0,13.0275
Egypt,EGY,2013,1.576583202,0.025437,0,13.2365
Egypt,EGY,2014,1.028127768,0.139549,0,13.587
Egypt,EGY,2015,1.894545455,0.042,0,13.6835
Egypt,EGY,2016,2.39669303,0.23361,0,13.1975
Egypt,EGY,2017,2.109576212,0.602545,0,12.788
Egypt,EGY,2018,2.98739104,0.553013,0,12.812546
Egypt,EGY,2019,4.551864251,1.916822618,0,13.2137092
Egypt,EGY,2020,6.776345266,2.908503219,0,13.13905104
Estonia,EST,1985,0,0,0,0
Estonia,EST,1986,0,0,0,0
Estonia,EST,1987,0,0,0,0
Estonia,EST,1988,0,0,0,0
Estonia,EST,1989,0,0,0,0
Estonia,EST,1990,0,0,0,0
Estonia,EST,1991,0,0,0,0
Estonia,EST,1992,0,0,0,0
Estonia,EST,1993,0,0,0,0
Estonia,EST,1994,0,0,0,0
Estonia,EST,1995,0,0,0.006,0
Estonia,EST,1996,0,0,0.005,0
Estonia,EST,1997,0,0,0.008,0
Estonia,EST,1998,0,0,0.012,0
Estonia,EST,1999,0,0,0.012,0.004
Estonia,EST,2000,0,0,0.013,0.005
Estonia,EST,2001,0,0,0.011,0.007
Estonia,EST,2002,0.0014,0,0.027,0.006
Estonia,EST,2003,0.0061,0,0.026,0.013
Estonia,EST,2004,0.0076,0,0.031,0.022
Estonia,EST,2005,0.0539,0,0.033,0.022
Estonia,EST,2006,0.0763,0,0.038,0.014
Estonia,EST,2007,0.091,0,0.036,0.022
Estonia,EST,2008,0.133,0,0.038,0.028
Estonia,EST,2009,0.195,0.0001,0.314,0.032
Estonia,EST,2010,0.277,0.0001,0.742,0.027
Estonia,EST,2011,0.368,0.0002,0.783,0.03
Estonia,EST,2012,0.434,0.0003,1.001,0.042
Estonia,EST,2013,0.529,0.0014,0.667,0.026
Estonia,EST,2014,0.604,0.0031,0.74,0.0267
Estonia,EST,2015,0.7151,0.0059,0.779,0.027
Estonia,EST,2016,0.594,0.009677,0.885,0.035
Estonia,EST,2017,0.723,0.014492,1.683898,0.026
Estonia,EST,2018,0.636,0.030802,1.242,0.015
Estonia,EST,2019,0.687,0.116448942,1.296,0.019
Estonia,EST,2020,0.82328179,0.125815067,1.344075622,0.038415301
Europe,,1965,0,0,3.009,302.1953528
Europe,,1966,0,0,4.101,324.5698894
Europe,,1967,0,0,4.489,324.4627437
Europe,,1968,0,0,4.997,336.2366779
Europe,,1969,0,0,5.422904,330.9759087
Europe,,1970,0,0,7.118356961,346.0780688
Europe,,1971,0,0,7.231883626,349.5631541
Europe,,1972,0,0,7.12260804,363.832965
Europe,,1973,0,0,7.663391239,369.3127146
Europe,,1974,0,0,8.0420602,399.2912848
Europe,,1975,0,0,8.520942081,407.5107662
Europe,,1976,0,0,8.485597232,376.8346999
Europe,,1977,0,0,8.880291321,456.2716391
Europe,,1978,0.003,0,9.372139078,455.5287082
Europe,,1979,0.006,0,9.762957992,479.1498824
Europe,,1980,0.0105,0,10.74094928,464.7666471
Europe,,1981,0.0105,0,10.75352315,470.435388
Europe,,1982,0.0185,0,9.836121004,466.309649
Europe,,1983,0.0301,0,10.13665216,480.1258491
Europe,,1984,0.0382,0.001010101,10.51057781,485.1935345
Europe,,1985,0.0574,0.001010101,10.96141274,502.9945407
Europe,,1986,0.1336,0.001010101,13.01880956,486.0931835
Europe,,1987,0.1908,0,12.87530129,529.5056594
Europe,,1988,0.3297,0.001010101,13.6780998,567.4690014
Europe,,1989,0.5154,0.009090909,13.53727589,493.8059307
Europe,,1990,0.779460415,0.0125,18.95285263,502.4571504
Europe,,1991,0.980027988,0.0155,19.549433,513.0917745
Europe,,1992,1.53504808,0.027088,20.709603,529.6566497
Europe,,1993,2.284826092,0.032383,22.879095,550.4667647
Europe,,1994,2.979235703,0.0376885,24.01789971,557.1966285
Europe,,1995,3.863029201,0.04684,26.49863146,564.8899094
Europe,,1996,4.828585245,0.053811411,26.68019984,548.0862941
Europe,,1997,7.295492956,0.063926244,31.66351939,567.678972
Europe,,1998,11.17647914,0.0870885,36.11504184,593.9041617
Europe,,1999,14.24432177,0.091198056,38.09960017,598.1808529
Europe,,2000,22.4547142,0.13447325,42.3312483,617.66352
Europe,,2001,26.93428666,0.1702025,44.95466864,612.0409616
Europe,,2002,36.42594931,0.276755006,50.65633618,563.9424434
Europe,,2003,44.53115229,0.468697744,57.9809708,529.5685025
Europe,,2004,59.29678686,0.751097873,68.80114151,570.1533941
Europe,,2005,71.09674937,1.486383246,78.67317876,571.7251909
Europe,,2006,83.16413988,2.524087814,89.27725775,561.9088764
Europe,,2007,105.7131938,3.815704819,99.46983003,563.9636046
Europe,,2008,121.3539015,7.501071132,110.0447411,593.0331391
Europe,,2009,135.3832286,14.19283506,120.7465527,589.7448745
Europe,,2010,153.4434969,23.26343602,136.8909383,649.8001668
Europe,,2011,186.6574032,46.71354931,146.1651356,569.648632
Europe,,2012,215.0324051,71.86993816,162.9488716,625.9225576
Europe,,2013,248.1152558,86.9351168,174.1599448,661.7647115
Europe,,2014,264.81502,98.83569401,186.0253069,644.059181
Europe,,2015,318.93123,109.7895377,198.8159819,636.0122862
Europe,,2016,322.8678763,113.8307704,203.523064,651.0461652
Europe,,2017,384.2165214,124.2626449,211.2576334,584.3196897
Europe,,2018,403.2175948,138.5482445,218.1569327,646.6667574
Europe,,2019,460.0298128,152.7537127,227.1704194,627.934014
Europe,,2020,510.138071,178.8538857,232.0163834,655.3401697
European Union,,1965,0,0,2.909,211.806034
European Union,,1966,0,0,3.979,230.4538093
European Union,,1967,0,0,4.316,222.1926239
European Union,,1968,0,0,4.818,226.5808973
European Union,,1969,0,0,5.243,222.4578993
European Union,,1970,0,0,6.940265961,234.722728
European Union,,1971,0,0,7.057850626,233.2277515
European Union,,1972,0,0,6.92594404,244.8363914
European Union,,1973,0,0,7.442191239,243.5321046
European Union,,1974,0,0,7.8293092,263.0174255
European Union,,1975,0,0,8.282595081,264.9054463
European Union,,1976,0,0,8.305585232,231.1628034
European Union,,1977,0,0,8.646165321,307.5857002
European Union,,1978,0.003,0,9.118854078,299.4794619
European Union,,1979,0.006,0,9.285327992,313.9237193
European Union,,1980,0.0105,0,10.38727728,297.7076663
European Union,,1981,0.0105,0,10.08439015,293.8230065
European Union,,1982,0.0185,0,9.287153004,288.8876797
European Union,,1983,0.0301,0,9.568938155,294.6815833
European Union,,1984,0.0382,0,9.946244808,298.8656007
European Union,,1985,0.0574,0,10.41417974,305.1721458
European Union,,1986,0.1336,0,12.27887056,288.3033744
European Union,,1987,0.1908,0,12.05126529,316.5695566
European Union,,1988,0.3297,0,12.8240918,334.1986759
European Union,,1989,0.5064,0.009090909,12.65916789,272.938237
European Union,,1990,0.770460415,0.0115,17.34304263,284.8056061
European Union,,1991,0.971027988,0.0135,17.829808,298.4407798
European Union,,1992,1.50204808,0.024088,18.716934,310.6271808
European Union,,1993,2.067398819,0.028383,20.558823,318.5627934
European Union,,1994,2.634624592,0.0326885,21.29103471,327.966898
European Union,,1995,3.470453444,0.04084,23.39755446,326.9625927
European Union,,1996,4.338999387,0.046811411,23.34208005,325.4333302
European Union,,1997,6.6259374,0.056926244,27.89198998,334.7315184
European Union,,1998,10.28742762,0.0790885,31.50889828,345.7198016
European Union,,1999,13.35297809,0.080198056,32.28712517,343.5373041
European Union,,2000,21.43558692,0.11717325,35.7849743,356.1945854
European Union,,2001,25.85761956,0.1497665,37.56208514,375.7385336
European Union,,2002,35.05248773,0.253183006,42.74176816,316.3865238
European Union,,2003,42.92293305,0.441125744,48.96397302,306.0212401
European Union,,2004,56.99398301,0.722425873,58.43036373,324.9982235
European Union,,2005,67.5612729,1.450611246,66.40735694,307.4220837
European Union,,2006,78.09550048,2.481415814,75.6664853,310.9938715
European Union,,2007,99.11834798,3.764632819,84.42127655,309.0397881
European Union,,2008,112.4190432,7.438499132,94.12772707,327.2352661
European Union,,2009,123.5477204,14.10902686,103.1579874,330.1363963
European Union,,2010,139.259691,23.11370967,117.3203413,372.8719323
European Union,,2011,164.5123439,46.24908334,125.2168169,307.1372372
European Union,,2012,187.388429,69.85232954,139.4771695,330.9571222
European Union,,2013,209.5216935,83.80537611,146.4006545,366.7423982
European Union,,2014,220.7714804,93.43125531,152.598944,368.9200893
European Union,,2015,263.1044624,100.383413,157.8029135,333.6575402
European Union,,2016,266.8045596,100.4475983,159.7327652,342.6719653
European Union,,2017,312.2897145,107.3672484,163.505494,291.290098
European Union,,2018,320.4990268,114.8176986,164.5753312,342.8528681
European Union,,2019,364.5123574,125.2494355,168.7799162,317.1312649
European Union,,2020,394.6819336,146.1404742,169.5629167,342.0103475
Finland,FIN,1965,0,0,0,9.353535354
Finland,FIN,1966,0,0,0,10.38080808
Finland,FIN,1967,0,0,0,11.62929293
Finland,FIN,1968,0,0,0,10.48888889
Finland,FIN,1969,0,0,0,8.745454545
Finland,FIN,1970,0,0,0,9.524242424
Finland,FIN,1971,0,0,0,10.68080808
Finland,FIN,1972,0,0,0,10.37979798
Finland,FIN,1973,0,0,0,10.57979798
Finland,FIN,1974,0,0,0,12.7030303
Finland,FIN,1975,0,0,0,12.20909091
Finland,FIN,1976,0,0,0,9.481818182
Finland,FIN,1977,0,0,0,12.18181818
Finland,FIN,1978,0,0,0,9.798989899
Finland,FIN,1979,0,0,0,10.87070707
Finland,FIN,1980,0,0,0,10.21717172
Finland,FIN,1981,0,0,0,13.65454545
Finland,FIN,1982,0,0,0,13.08888889
Finland,FIN,1983,0,0,0,13.58080808
Finland,FIN,1984,0,0,0,13.24747475
Finland,FIN,1985,0,0,0,12.33434343
Finland,FIN,1986,0,0,0,12.38989899
Finland,FIN,1987,0,0,0,13.7959596
Finland,FIN,1988,0,0,0,13.36262626
Finland,FIN,1989,0,0,0,13.03030303
Finland,FIN,1990,0,0.0005,5.156,10.86060606
Finland,FIN,1991,0.0006,0.0005,4.999,13.1979798
Finland,FIN,1992,0.0024,0.0006,4.95,15.10808081
Finland,FIN,1993,0.0044,0.0007,5.958,13.47373737
Finland,FIN,1994,0.0072,0.0008,6.465,11.77979798
Finland,FIN,1995,0.0108,0.0008,6.608,12.91707071
Finland,FIN,1996,0.011,0.001,5.889,11.82191919
Finland,FIN,1997,0.0166,0.0012,7.891,11.9140404
Finland,FIN,1998,0.023,0.0013,9.333,14.92585859
Finland,FIN,1999,0.049,0.0014,8.363,12.67343434
Finland,FIN,2000,0.0766,0.0016,8.588526316,14.59878788
Finland,FIN,2001,0.0696,0.0017,8.211789474,13.14959596
Finland,FIN,2002,0.063,0.0019,8.932421053,10.73040404
Finland,FIN,2003,0.0919,0.0021,9.292,9.550505051
Finland,FIN,2004,0.1203,0.0024,10.37094737,15.01505051
Finland,FIN,2005,0.1683,0.0026,9.479473684,13.56363636
Finland,FIN,2006,0.1527,0.0034,10.75663158,11.42727273
Finland,FIN,2007,0.1884,0.0038,9.928,14.13191919
Finland,FIN,2008,0.2605,0.0039,10.39126316,17.08030303
Finland,FIN,2009,0.2766,0.0043,8.743578947,12.7
Finland,FIN,2010,0.2943,0.0047,10.98021053,12.87171717
Finland,FIN,2011,0.4814,0.0053,11.18284211,12.40232323
Finland,FIN,2012,0.4943,0.0057,11.10126316,16.83525253
Finland,FIN,2013,0.7737,0.0065,11.94263158,12.80040404
Finland,FIN,2014,1.1072,0.008,11.70726316,13.37393939
Finland,FIN,2015,2.350505051,0.011111111,11.31789474,16.75151515
Finland,FIN,2016,3.098989899,0.022222222,11.42210526,15.79191919
Finland,FIN,2017,4.843434343,0.049494949,11.83368421,14.75757576
Finland,FIN,2018,5.897979798,0.090909091,12.82526316,13.26969697
Finland,FIN,2019,6.085858586,0.148484848,13.20210526,12.36262626
Finland,FIN,2020,8.050505051,0.258585859,11.23368421,15.76565657
France,FRA,1965,0,0,0,46.8810922
France,FRA,1966,0,0,0.39,52.2084692
France,FRA,1967,0,0,0.605,45.3776574
France,FRA,1968,0,0,0.926,50.4226122
France,FRA,1969,0,0,1.067,52.9420896
France,FRA,1970,0,0,1.3702458,56.6814826
France,FRA,1971,0,0,1.3918224,48.8567252
France,FRA,1972,0,0,1.5151953,48.831467
France,FRA,1973,0,0,1.5500864,47.6962618
France,FRA,1974,0,0,1.5770592,56.2302844
France,FRA,1975,0,0,1.4158849,60.107937
France,FRA,1976,0,0,1.3329,48.5646282
France,FRA,1977,0,0,1.3745814,76.3229766
France,FRA,1978,0,0,1.4183881,68.3598326
France,FRA,1979,0,0,1.4840102,66.4191396
France,FRA,1980,0,0,1.4710235,69.5267496
France,FRA,1981,0,0,1.4921525,72.1951656
France,FRA,1982,0,0,1.52734,70.5748578
France,FRA,1983,0,0,1.5587,69.4430148
France,FRA,1984,0,0,1.6223,65.6901096
France,FRA,1985,0,0,1.65215,62.4533336
France,FRA,1986,0,0,1.6628,63.0108452
France,FRA,1987,0,0,1.7506,71.0875564
France,FRA,1988,0,0,1.77325,77.1172904
France,FRA,1989,0,0,1.84145,46.842294
France,FRA,1990,0.000271526,0,1.913,53.866
France,FRA,1991,0.000489604,0,2.102,57.602
France,FRA,1992,0.000489604,0.001488,2.134,68.956
France,FRA,1993,0.00240218,0.001683,1.974,64.895
France,FRA,1994,0.004704,0.0018785,2.157,78.794
France,FRA,1995,0.0047142,0.00204,2.329,73.119
France,FRA,1996,0.0074302,0.0026503,2.423,66.044
France,FRA,1997,0.0111284,0.0034068,2.675,63.764
France,FRA,1998,0.0194972,0.0040885,2.653,62.093
France,FRA,1999,0.03694443,0.0045475,2.853,72.514
France,FRA,2000,0.048,0.00522325,2.986,66.363
France,FRA,2001,0.131,0.0061605,3.334,74.268
France,FRA,2002,0.265,0.00710345,3.537,60.397
France,FRA,2003,0.388,0.0077673,3.717,58.943
France,FRA,2004,0.595,0.008447984,3.782,59.555
France,FRA,2005,0.962,0.01050076,3.872,51.48
France,FRA,2006,2.182,0.01190605,3.841,56.303
France,FRA,2007,4.07,0.018,4.216,57.604
France,FRA,2008,5.694,0.042,4.436,63.654
France,FRA,2009,7.912,0.174,4.578,56.994
France,FRA,2010,9.945,0.62,4.917,62.714
France,FRA,2011,12.052,2.078,5.48,44.791
France,FRA,2012,15.107985,4.016,6.347100309,58.782451
France,FRA,2013,16.054344,4.735,7.809869579,70.844045
France,FRA,2014,17.250189,5.913,8.320373691,62.829519
France,FRA,2015,21.350168,7.263162598,8.844253078,54.556958
France,FRA,2016,21.307965,8.164943217,9.63590156,59.923428
France,FRA,2017,24.54369,9.102625159,10.33382147,48.964453
France,FRA,2018,28.53087,10.41155151,10.55007859,63.915768
France,FRA,2019,34.615359,11.74733649,10.74396169,56.027713
France,FRA,2020,40.60381527,13.074786,10.59525991,61.30322
Germany,DEU,1965,0,0,0,16.2122092
Germany,DEU,1966,0,0,0,17.5339978
Germany,DEU,1967,0,0,0,16.6523118
Germany,DEU,1968,0,0,0,16.8989908
Germany,DEU,1969,0,0,0,13.7134778
Germany,DEU,1970,0,0,0.920020161,17.5336782
Germany,DEU,1971,0,0,1.001028226,13.4551882
Germany,DEU,1972,0,0,1.01874874,13.2058944
Germany,DEU,1973,0,0,1.053104839,15.2294618
Germany,DEU,1974,0,0,1.07625,17.6381318
Germany,DEU,1975,0,0,1.124710181,17.0591234
Germany,DEU,1976,0,0,1.277685232,13.846833
Germany,DEU,1977,0,0,1.246583921,17.5821604
Germany,DEU,1978,0,0,1.317465978,18.3622344
Germany,DEU,1979,0,0,1.443317792,18.3836866
Germany,DEU,1980,0,0,1.96625378,19.069143
Germany,DEU,1981,0,0,1.804237651,19.9146734
Germany,DEU,1982,0,0,1.798813004,19.737993
Germany,DEU,1983,0,0,1.540238155,18.7120174
Germany,DEU,1984,0,0,1.642944808,18.4791744
Germany,DEU,1985,0,0,1.644029738,17.4006496
Germany,DEU,1986,0.001,0,1.595569556,18.5719818
Germany,DEU,1987,0.002,0,1.445849294,20.34297
Germany,DEU,1988,0.008,0,1.637881804,20.0793908
Germany,DEU,1989,0.026,0,1.749267893,18.2437278
Germany,DEU,1990,0.071,0.001,1.435,17.335
Germany,DEU,1991,0.1,0.001,1.471,15.85
Germany,DEU,1992,0.275,0.004,1.558,18.635
Germany,DEU,1993,0.6,0.003,1.635,18.96
Germany,DEU,1994,0.909,0.007,1.875,20.195
Germany,DEU,1995,1.5,0.007,2.01,21.556
Germany,DEU,1996,2.032,0.012,2.098,18.818
Germany,DEU,1997,2.966,0.018,2.273,18.952
Germany,DEU,1998,4.489,0.035,3.256,19.002
Germany,DEU,1999,5.528,0.03,3.585,20.686
Germany,DEU,2000,9.513,0.06,4.731,24.86675
Germany,DEU,2001,10.509,0.076,5.214,23.241
Germany,DEU,2002,15.786,0.162,6.048,23.66175
Germany,DEU,2003,18.713,0.313,8.841,17.722
Germany,DEU,2004,25.509,0.557,10.4712,20.096
Germany,DEU,2005,27.229,1.282,14.3542,19.639
Germany,DEU,2006,30.71,2.22,18.7004,20.0085
Germany,DEU,2007,39.713,3.075,24.3634,21.169
Germany,DEU,2008,40.574,4.42,27.8096,20.443
Germany,DEU,2009,38.648,6.583,30.9048,19.031
Germany,DEU,2010,38.547,11.729,33.9517,20.953
Germany,DEU,2011,49.857,19.599,36.9098,17.672274
Germany,DEU,2012,51.68,26.38,43.2284,22.09
Germany,DEU,2013,52.737,31.01,45.593,22.998
Germany,DEU,2014,58.497,36.056,48.385,19.58710177
Germany,DEU,2015,80.624,38.726,50.459,18.97715888
Germany,DEU,2016,79.924,38.098,51.10351075,20.54634396
Germany,DEU,2017,105.693,39.401,51.08045514,20.15
Germany,DEU,2018,109.951,45.784,51.07852221,17.975
Germany,DEU,2019,125.894,46.392,50.41662869,20.19231996
Germany,DEU,2020,130.965,50.6,50.81558988,18.633
Greece,GRC,1965,0,0,0,0.801
Greece,GRC,1966,0,0,0,1.73
Greece,GRC,1967,0,0,0,1.66
Greece,GRC,1968,0,0,0,1.368
Greece,GRC,1969,0,0,0,2.055
Greece,GRC,1970,0,0,0,2.636
Greece,GRC,1971,0,0,0,2.652
Greece,GRC,1972,0,0,0,2.677
Greece,GRC,1973,0,0,0,2.223
Greece,GRC,1974,0,0,0,2.347
Greece,GRC,1975,0,0,0,2.015
Greece,GRC,1976,0,0,0,1.879
Greece,GRC,1977,0,0,0,1.922
Greece,GRC,1978,0,0,0,2.988
Greece,GRC,1979,0,0,0,3.566
Greece,GRC,1980,0,0,0,3.405
Greece,GRC,1981,0,0,0,3.407
Greece,GRC,1982,0,0,0,3.561
Greece,GRC,1983,0,0,0,2.34
Greece,GRC,1984,0,0,0,2.862
Greece,GRC,1985,0,0,0,2.805
Greece,GRC,1986,0,0,0,3.235
Greece,GRC,1987,0.001,0,0,2.78
Greece,GRC,1988,0.001,0,0,2.366
Greece,GRC,1989,0.001,0,0,1.9
Greece,GRC,1990,0.002,0,0,1.769
Greece,GRC,1991,0.002,0,0,3.099
Greece,GRC,1992,0.008,0,0.001,2.203
Greece,GRC,1993,0.047,0,0.001,2.282
Greece,GRC,1994,0.037,0,0.001,2.599
Greece,GRC,1995,0.034,0,0.001,3.529
Greece,GRC,1996,0.036,0,0,4.348
Greece,GRC,1997,0.037,0,0,3.882
Greece,GRC,1998,0.073,0,0,3.717
Greece,GRC,1999,0.162,0,0.001,4.592
Greece,GRC,2000,0.451,0,0,3.693
Greece,GRC,2001,0.756,0,0.079,2.097
Greece,GRC,2002,0.651,0,0.126,2.8
Greece,GRC,2003,1.021,0,0.105,4.766
Greece,GRC,2004,1.121,0.001,0.123,4.672
Greece,GRC,2005,1.266,0.001,0.122,5.017
Greece,GRC,2006,1.699,0.001,0.114,5.865
Greece,GRC,2007,1.818,0.001,0.184,2.591
Greece,GRC,2008,2.242,0.005,0.191,3.312
Greece,GRC,2009,2.543,0.05,0.218,5.374
Greece,GRC,2010,2.714,0.158,0.19,7.46
Greece,GRC,2011,3.315,0.61,0.207,4.011
Greece,GRC,2012,3.85,1.694,0.204,4.403
Greece,GRC,2013,4.139,3.648,0.216,6.346
Greece,GRC,2014,3.689,3.792,0.22,4.476
Greece,GRC,2015,4.621,3.9,0.231,6.098
Greece,GRC,2016,5.146,3.93,0.274,5.543
Greece,GRC,2017,5.536987,3.991477,0.310028,3.962547
Greece,GRC,2018,6.300259,3.790652,0.31407,5.743448
Greece,GRC,2019,7.266347,4.42851,0.402027,3.977615
Greece,GRC,2020,9.30546379,4.872224617,0.372932887,3.439755625
Hong Kong,HKG,1965,0,0,0,0
Hong Kong,HKG,1966,0,0,0,0
Hong Kong,HKG,1967,0,0,0,0
Hong Kong,HKG,1968,0,0,0,0
Hong Kong,HKG,1969,0,0,0,0
Hong Kong,HKG,1970,0,0,0,0
Hong Kong,HKG,1971,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0
Hong Kong,HKG,1973,0,0,0,0
Hong Kong,HKG,1974,0,0,0,0
Hong Kong,HKG,1975,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0
Hong Kong,HKG,1977,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0
Hong Kong,HKG,1979,0,0,0,0
Hong Kong,HKG,1980,0,0,0,0
Hong Kong,HKG,1981,0,0,0,0
Hong Kong,HKG,1982,0,0,0,0
Hong Kong,HKG,1983,0,0,0,0
Hong Kong,HKG,1984,0,0,0,0
Hong Kong,HKG,1985,0,0,0,0
Hong Kong,HKG,1986,0,0,0,0
Hong Kong,HKG,1987,0,0,0,0
Hong Kong,HKG,1988,0,0,0,0
Hong Kong,HKG,1989,0,0,0,0
Hong Kong,HKG,1990,0,0,0,0
Hong Kong,HKG,1991,0,0,0,0
Hong Kong,HKG,1992,0,0,0,0
Hong Kong,HKG,1993,0,0,0,0
Hong Kong,HKG,1994,0,0,0,0
Hong Kong,HKG,1995,0,0,0,0
Hong Kong,HKG,1996,0,0,0,0
Hong Kong,HKG,1997,0,0,0,0
Hong Kong,HKG,1998,0,0,0,0
Hong Kong,HKG,1999,0,0,0,0
Hong Kong,HKG,2000,0,0,0,0
Hong Kong,HKG,2001,0,0,0,0
Hong Kong,HKG,2002,0,0,0,0
Hong Kong,HKG,2003,0,0,0,0
Hong Kong,HKG,2004,0,0,0,0
Hong Kong,HKG,2005,0,0,0,0
Hong Kong,HKG,2006,0.000694,0,0,0
Hong Kong,HKG,2007,0.000865,0,0,0
Hong Kong,HKG,2008,0.000807,0,0,0
Hong Kong,HKG,2009,0.001099,0,0,0
Hong Kong,HKG,2010,0.001041,0.00035,0.039,0
Hong Kong,HKG,2011,0.000868,0.000691,0.043,0
Hong Kong,HKG,2012,0.001053,0.000854,0.041,0
Hong Kong,HKG,2013,0.000836,0.001112,0.036,0
Hong Kong,HKG,2014,0.0009,0.001102,0.043,0
Hong Kong,HKG,2015,0.000811,0.00103,0.057,0
Hong Kong,HKG,2016,0.000492,0.000979,0.065,0
Hong Kong,HKG,2017,0.001045,0.000855,0.065044,0
Hong Kong,HKG,2018,0.0007,0.0011,0.067185,0
Hong Kong,HKG,2019,0.000676092,0.00106243,0.074119394,0
Hong Kong,HKG,2020,0.000825,0.001125,0.120143221,0
Hungary,HUN,1965,0,0,0,0.075
Hungary,HUN,1966,0,0,0,0.1
Hungary,HUN,1967,0,0,0,0.082
Hungary,HUN,1968,0,0,0,0.089
Hungary,HUN,1969,0,0,0,0.095
Hungary,HUN,1970,0,0,0,0.088
Hungary,HUN,1971,0,0,0,0.096
Hungary,HUN,1972,0,0,0,0.11
Hungary,HUN,1973,0,0,0,0.101
Hungary,HUN,1974,0,0,0,0.081
Hungary,HUN,1975,0,0,0,0.163
Hungary,HUN,1976,0,0,0,0.165
Hungary,HUN,1977,0,0,0,0.149
Hungary,HUN,1978,0,0,0,0.138
Hungary,HUN,1979,0,0,0,0.146
Hungary,HUN,1980,0,0,0,0.112
Hungary,HUN,1981,0,0,0,0.168
Hungary,HUN,1982,0,0,0,0.159
Hungary,HUN,1983,0,0,0,0.155
Hungary,HUN,1984,0,0,0,0.181
Hungary,HUN,1985,0,0,0,0.155
Hungary,HUN,1986,0,0,0,0.154
Hungary,HUN,1987,0,0,0,0.169
Hungary,HUN,1988,0,0,0,0.169
Hungary,HUN,1989,0,0,0,0.158
Hungary,HUN,1990,0,0,0.017,0.178
Hungary,HUN,1991,0,0,0.024,0.194
Hungary,HUN,1992,0,0,0.046,0.158
Hungary,HUN,1993,0,0,0.039,0.166
Hungary,HUN,1994,0,0,0.045,0.161
Hungary,HUN,1995,0,0,0.056,0.163
Hungary,HUN,1996,0,0,0.05,0.207
Hungary,HUN,1997,0,0,0.053,0.216
Hungary,HUN,1998,0,0,0.06,0.155
Hungary,HUN,1999,0,0,0.065,0.181
Hungary,HUN,2000,0,0,0.065,0.178
Hungary,HUN,2001,0.001,0,0.07,0.186
Hungary,HUN,2002,0.001,0,0.042,0.194
Hungary,HUN,2003,0.004,0,0.161,0.171
Hungary,HUN,2004,0.006,0,0.725,0.205
Hungary,HUN,2005,0.01,0,1.658,0.202
