Entity,Code,Year,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Electricity from other renewables including bioenergy (TWh)
China,CHN,1971,0,29.075,0,0
China,CHN,1972,0,32.951,0,0
China,CHN,1973,0,36.827,0,0
China,CHN,1974,0,41.675,0,0
China,CHN,1975,0,43.611,0,0
China,CHN,1976,0,44.194,0,0
China,CHN,1977,0,46.134,0,0
China,CHN,1978,0,43.226,0,0
China,CHN,1979,0,48.556,0,0
China,CHN,1980,0,58.221,0,0
China,CHN,1981,0,65.513,0,0
China,CHN,1982,0,74.414,0,0
China,CHN,1983,0,86.417,0,0
China,CHN,1984,0,86.815,0,0
China,CHN,1985,0,92.388,0,0
China,CHN,1986,0,94.549,0,0
China,CHN,1987,0,100.024,0,0
China,CHN,1988,0,109.168,0,0
China,CHN,1989,0,118.409,0,0
China,CHN,1990,0.002,126.744,0.002,0.064
China,CHN,1991,0.009,124.689,0.002,0.064
China,CHN,1992,0.131,130.686,0.003,0.113
China,CHN,1993,0.212,151.846,0.004,0.117
China,CHN,1994,0.384,167.429,0.005,0.46
China,CHN,1995,0.616,190.58,0.007,3.014
China,CHN,1996,0.094,187.97,0.009,1.533
China,CHN,1997,0.198,195.98,0.011,2.722
China,CHN,1998,0.356,198.89,0.014,2.48
China,CHN,1999,0.474,196.58,0.017,2.52
China,CHN,2000,0.59,222.41,0.02,2.537
China,CHN,2001,0.72,277.43,0.03,2.554
China,CHN,2002,0.84,287.97,0.05,2.546
China,CHN,2003,1,283.68,0.06,2.536
China,CHN,2004,1.28,353.54,0.08,2.528
China,CHN,2005,1.95,397.02,0.08,5.322
China,CHN,2006,3.71,435.79,0.09,7.133
China,CHN,2007,5.48,485.26,0.11,9.863
China,CHN,2008,13.1,636.96,0.15,14.866
China,CHN,2009,27.61,615.64,0.28,20.859
China,CHN,2010,49.4,711.38,0.7,24.9
China,CHN,2011,74.1,688.04,2.61,27.632
China,CHN,2012,103.05,862.79,3.59,30.133
China,CHN,2013,138.26,909.61,8.37,37.133
China,CHN,2014,159.76,1059.69,23.51,46.268
China,CHN,2015,185.59,1114.52,39.48,54.07
China,CHN,2016,240.86,1153.27,66.53,62.135
China,CHN,2017,304.6,1165.06,117.8,79.597
China,CHN,2018,365.8,1198.89,176.9,93.724
China,CHN,2019,405.3,1272.54,224,112.724
China,CHN,2020,466.5,1322.01,261.1,135.524
China,CHN,2021,614.18,1297.41,330.71,
Colombia,COL,1965,0,3.544,0,0
Colombia,COL,1966,0,3.937,0,0
Colombia,COL,1967,0,4.389,0,0
Colombia,COL,1968,0,4.891,0,0
Colombia,COL,1969,0,5.438,0,0
Colombia,COL,1970,0,6.053,0,0
Colombia,COL,1971,0,6.423,0,0
Colombia,COL,1972,0,7.115,0,0
Colombia,COL,1973,0,7.743,0,0
Colombia,COL,1974,0,8.792,0,0
Colombia,COL,1975,0,9.732,0,0.189
Colombia,COL,1976,0,10.226,0,0.202
Colombia,COL,1977,0,10.452,0,0.192
Colombia,COL,1978,0,12.071,0,0.206
Colombia,COL,1979,0,13.259,0,0.216
Colombia,COL,1980,0,14.447,0,0.227
Colombia,COL,1981,0,14.265,0,0.212
Colombia,COL,1982,0,15.239,0,0.231
Colombia,COL,1983,0,15.366,0,0.234
Colombia,COL,1984,0,17.14,0,0.255
Colombia,COL,1985,0,18.441,0,0.267
Colombia,COL,1986,0,21.333,0,0.266
Colombia,COL,1987,0,23.248,0,0.268
Colombia,COL,1988,0,24.519,0,0.274
Colombia,COL,1989,0,26.782,0,0.274
Colombia,COL,1990,0,27.496,0,0.274
Colombia,COL,1991,0,27.726,0,0.269
Colombia,COL,1992,0,22.281,0,0.34
Colombia,COL,1993,0,27.856,0,0.389
Colombia,COL,1994,0,32.058,0,0.444
Colombia,COL,1995,0,31.989,0,0.477
Colombia,COL,1996,0,35.288,0,0.496
Colombia,COL,1997,0,31.476,0,0.483
Colombia,COL,1998,0,30.782,0,0.532
Colombia,COL,1999,0,33.701,0,0.457
Colombia,COL,2000,0,31.75,0.01,0.18
Colombia,COL,2001,0,31.48,0.01,0.19
Colombia,COL,2002,0,33.63,0.01,0.18
Colombia,COL,2003,0,35.81,0.01,0.17
Colombia,COL,2004,0.05,39.68,0.01,0.15
Colombia,COL,2005,0.05,39.4,0.01,0.17
Colombia,COL,2006,0.06,42.31,0.01,0.21
Colombia,COL,2007,0.05,44,0.01,0.19
Colombia,COL,2008,0.05,45.94,0.01,0.17
Colombia,COL,2009,0.06,40.64,0.01,0.35
Colombia,COL,2010,0.04,40,0.01,0.63
Colombia,COL,2011,0.04,48.39,0.01,0.41
Colombia,COL,2012,0.05,47.11,0.01,0.51
Colombia,COL,2013,0.06,49.76,0.01,0.83
Colombia,COL,2014,0.07,47.39,0.01,0.93
Colombia,COL,2015,0.07,48.08,0.01,1.28
Colombia,COL,2016,0.05,48.6,0.01,1.24
Colombia,COL,2017,0,60.82,0.01,0.96
Colombia,COL,2018,0.04,59.33,0.02,1.04
Colombia,COL,2019,0.06,53.99,0.14,1.16
Colombia,COL,2020,0.06,45.82,0.19,1.28
Comoros,COM,2000,0,0,0,0
Comoros,COM,2001,0,0,0,0
Comoros,COM,2002,0,0,0,0
Comoros,COM,2003,0,0,0,0
Comoros,COM,2004,0,0,0,0
Comoros,COM,2005,0,0,0,0
Comoros,COM,2006,0,0,0,0
Comoros,COM,2007,0,0,0,0
Comoros,COM,2008,0,0,0,0
Comoros,COM,2009,0,0,0,0
Comoros,COM,2010,0,0,0,0
Comoros,COM,2011,0,0,0,0
Comoros,COM,2012,0,0,0,0
Comoros,COM,2013,0,0,0,0
Comoros,COM,2014,0,0,0,0
Comoros,COM,2015,0,0,0,0
Comoros,COM,2016,0,0,0,0
Comoros,COM,2017,0,0,0,0
Comoros,COM,2018,0,0,0,0
Comoros,COM,2019,0,0,0,0
Comoros,COM,2020,0,0,0,0
Congo,COG,2000,0,0.29,0,0
Congo,COG,2001,0,0.33,0,0
Congo,COG,2002,0,0.39,0,0
Congo,COG,2003,0,0.34,0,0.02
Congo,COG,2004,0,0.33,0,0.02
Congo,COG,2005,0,0.35,0,0.02
Congo,COG,2006,0,0.37,0,0.02
Congo,COG,2007,0,0.33,0,0.01
Congo,COG,2008,0,0.37,0,0.02
Congo,COG,2009,0,0.33,0,0.03
Congo,COG,2010,0,0.43,0,0.01
Congo,COG,2011,0,0.78,0,0.01
Congo,COG,2012,0,0.98,0,0.02
Congo,COG,2013,0,0.96,0,0.02
Congo,COG,2014,0,0.94,0,0.02
Congo,COG,2015,0,1.09,0,0.05
Congo,COG,2016,0,1.12,0,0.05
Congo,COG,2017,0,1.19,0,0.05
Congo,COG,2018,0,1.23,0,0.06
Congo,COG,2019,0,1.07,0,0.08
Congo,COG,2020,0,1.07,0,0.08
Cook Islands,COK,2000,0,0,0,0
Cook Islands,COK,2001,0,0,0,0
Cook Islands,COK,2002,0,0,0,0
Cook Islands,COK,2003,0,0,0,0
Cook Islands,COK,2004,0,0,0,0
Cook Islands,COK,2005,0,0,0,0
Cook Islands,COK,2006,0,0,0,0
Cook Islands,COK,2007,0,0,0,0
Cook Islands,COK,2008,0,0,0,0
Cook Islands,COK,2009,0,0,0,0
Cook Islands,COK,2010,0,0,0,0
Cook Islands,COK,2011,0,0,0,0
Cook Islands,COK,2012,0,0,0,0
Cook Islands,COK,2013,0,0,0,0
Cook Islands,COK,2014,0,0,0,0
Cook Islands,COK,2015,0,0,0,0
Cook Islands,COK,2016,0,0,0,0
Cook Islands,COK,2017,0,0,0.01,0
Cook Islands,COK,2018,0,0,0.01,0
Cook Islands,COK,2019,0,0,0.01,0
Cook Islands,COK,2020,0,0,0.01,0
Costa Rica,CRI,2000,0.18,5.62,0,0.98
Costa Rica,CRI,2001,0.19,5.6,0,0.99
Costa Rica,CRI,2002,0.26,5.87,0,1.13
Costa Rica,CRI,2003,0.31,5.86,0,0.93
Costa Rica,CRI,2004,0.26,6.42,0,1.22
Costa Rica,CRI,2005,0.2,6.5,0,1.17
Costa Rica,CRI,2006,0.27,6.53,0,1.25
Costa Rica,CRI,2007,0.24,6.7,0,1.3
Costa Rica,CRI,2008,0.2,7.31,0,1.17
Costa Rica,CRI,2009,0.33,7.15,0,1.22
Costa Rica,CRI,2010,0.36,7.19,0,1.21
Costa Rica,CRI,2011,0.41,7.06,0,1.32
Costa Rica,CRI,2012,0.53,7.16,0,1.45
Costa Rica,CRI,2013,0.49,6.78,0,1.59
Costa Rica,CRI,2014,0.74,6.65,0,1.6
Costa Rica,CRI,2015,1.08,7.99,0,1.4
Costa Rica,CRI,2016,1.15,7.95,0,1.36
Costa Rica,CRI,2017,1.29,8.59,0,1.14
Costa Rica,CRI,2018,1.8,8.26,0.06,1.01
Costa Rica,CRI,2019,1.8,7.75,0.06,1.55
Costa Rica,CRI,2020,1.46,8.29,0.06,1.71
Costa Rica,CRI,2021,1.57,9.17,0.06,1.7
Cote d'Ivoire,CIV,2000,0,1.75,0,0
Cote d'Ivoire,CIV,2001,0,1.78,0,0
Cote d'Ivoire,CIV,2002,0,1.71,0,0
Cote d'Ivoire,CIV,2003,0,1.81,0,0
Cote d'Ivoire,CIV,2004,0,1.73,0,0
Cote d'Ivoire,CIV,2005,0,1.42,0,0
Cote d'Ivoire,CIV,2006,0,1.5,0,0
Cote d'Ivoire,CIV,2007,0,1.78,0,0
Cote d'Ivoire,CIV,2008,0,1.88,0,0
Cote d'Ivoire,CIV,2009,0,2.11,0,0
Cote d'Ivoire,CIV,2010,0,1.6,0,0
Cote d'Ivoire,CIV,2011,0,1.76,0,0
Cote d'Ivoire,CIV,2012,0,1.77,0,0
Cote d'Ivoire,CIV,2013,0,1.59,0,0
Cote d'Ivoire,CIV,2014,0,1.89,0,0
Cote d'Ivoire,CIV,2015,0,1.34,0,0
Cote d'Ivoire,CIV,2016,0,1.51,0,0
Cote d'Ivoire,CIV,2017,0,2.03,0.01,0
Cote d'Ivoire,CIV,2018,0,2.93,0.01,0
Cote d'Ivoire,CIV,2019,0,2.31,0.02,0
Cote d'Ivoire,CIV,2020,0,2.31,0.02,0
Croatia,HRV,1990,0,3.92,0,0.01
Croatia,HRV,1991,0,5.53,0,0.01
Croatia,HRV,1992,0,4.35,0,0.01
Croatia,HRV,1993,0,4.55,0,0.02
Croatia,HRV,1994,0,5.43,0,0.01
Croatia,HRV,1995,0,5.68,0,0.01
Croatia,HRV,1996,0,7.86,0,0.01
Croatia,HRV,1997,0,5.85,0,0
Croatia,HRV,1998,0,6.02,0,0.01
Croatia,HRV,1999,0,7.33,0,0.01
Croatia,HRV,2000,0,6.45,0,0
Croatia,HRV,2001,0,7.18,0,0
Croatia,HRV,2002,0,5.85,0,0
Croatia,HRV,2003,0,5.46,0,0
Croatia,HRV,2004,0,7.63,0,0
Croatia,HRV,2005,0.01,7.04,0,0.01
Croatia,HRV,2006,0.02,6.62,0,0.01
Croatia,HRV,2007,0.03,4.7,0,0.01
Croatia,HRV,2008,0.04,5.78,0,0.02
Croatia,HRV,2009,0.05,7.41,0,0.02
Croatia,HRV,2010,0.14,9.13,0,0.03
Croatia,HRV,2011,0.2,5.03,0,0.05
Croatia,HRV,2012,0.33,4.84,0,0.09
Croatia,HRV,2013,0.52,8.62,0.01,0.13
Croatia,HRV,2014,0.73,9.01,0.04,0.16
Croatia,HRV,2015,0.8,6.39,0.06,0.27
Croatia,HRV,2016,1.01,6.85,0.07,0.43
Croatia,HRV,2017,1.2,5.31,0.08,0.53
Croatia,HRV,2018,1.34,7.7,0.07,0.67
Croatia,HRV,2019,1.47,5.83,0.08,0.97
Croatia,HRV,2020,1.72,5.66,0.1,1.07
Croatia,HRV,2021,2.1,7.11,0.1,1.17
Cuba,CUB,2000,0,0.09,0,0
Cuba,CUB,2001,0,0.07,0,0
Cuba,CUB,2002,0,0.1,0,0
Cuba,CUB,2003,0,0.13,0,0
Cuba,CUB,2004,0,0.09,0,0
Cuba,CUB,2005,0,0.07,0,1.83
Cuba,CUB,2006,0,0.09,0,1.34
Cuba,CUB,2007,0,0.12,0,1.73
Cuba,CUB,2008,0.01,0.14,0,1.73
Cuba,CUB,2009,0,0.15,0,1.74
Cuba,CUB,2010,0.01,0.1,0,1.62
Cuba,CUB,2011,0.02,0.1,0,1.62
Cuba,CUB,2012,0.02,0.11,0,1.68
Cuba,CUB,2013,0.02,0.13,0,1.51
Cuba,CUB,2014,0.02,0.1,0.02,1.59
Cuba,CUB,2015,0.02,0.05,0.03,1.65
Cuba,CUB,2016,0.02,0.06,0.04,1.52
Cuba,CUB,2017,0.02,0.08,0.06,1.64
Cuba,CUB,2018,0.02,0.14,0.15,1.68
Cuba,CUB,2019,0.02,0.14,0.23,2.6
Cuba,CUB,2020,0.02,0.06,0.25,2.6
Cyprus,CYP,1965,0,0,0,0
Cyprus,CYP,1966,0,0,0,0
Cyprus,CYP,1967,0,0,0,0
Cyprus,CYP,1968,0,0,0,0
Cyprus,CYP,1969,0,0,0,0
Cyprus,CYP,1970,0,0,0,0
Cyprus,CYP,1971,0,0,0,0
Cyprus,CYP,1972,0,0,0,0
Cyprus,CYP,1973,0,0,0,0
Cyprus,CYP,1974,0,0,0,0
Cyprus,CYP,1975,0,0,0,0
Cyprus,CYP,1976,0,0,0,0
Cyprus,CYP,1977,0,0,0,0
Cyprus,CYP,1978,0,0,0,0
Cyprus,CYP,1979,0,0,0,0
Cyprus,CYP,1980,0,0,0,0
Cyprus,CYP,1981,0,0,0,0
Cyprus,CYP,1982,0,0,0,0
Cyprus,CYP,1983,0,0,0,0
Cyprus,CYP,1984,0,0,0,0
Cyprus,CYP,1985,0,0,0,0
Cyprus,CYP,1986,0,0,0,0
Cyprus,CYP,1987,0,0,0,0
Cyprus,CYP,1988,0,0,0,0
Cyprus,CYP,1989,0,0,0,0
Cyprus,CYP,1990,0,0,0,0
Cyprus,CYP,1991,0,0,0,0
Cyprus,CYP,1992,0,0,0,0
Cyprus,CYP,1993,0,0,0,0
Cyprus,CYP,1994,0,0,0,0
Cyprus,CYP,1995,0,0,0,0
Cyprus,CYP,1996,0,0,0,0
Cyprus,CYP,1997,0,0,0,0
Cyprus,CYP,1998,0,0,0,0
Cyprus,CYP,1999,0,0,0,0
Cyprus,CYP,2000,0,0,0,0
Cyprus,CYP,2001,0,0,0,0
Cyprus,CYP,2002,0,0,0,0
Cyprus,CYP,2003,0,0,0,0
Cyprus,CYP,2004,0,0,0,0
Cyprus,CYP,2005,0,0,0,0
Cyprus,CYP,2006,0,0,0,0
Cyprus,CYP,2007,0,0,0,0
Cyprus,CYP,2008,0,0,0,0.01
Cyprus,CYP,2009,0,0,0,0.03
Cyprus,CYP,2010,0.03,0,0.01,0.04
Cyprus,CYP,2011,0.11,0,0.01,0.05
Cyprus,CYP,2012,0.19,0,0.02,0.05
Cyprus,CYP,2013,0.23,0,0.05,0.05
Cyprus,CYP,2014,0.18,0,0.08,0.05
Cyprus,CYP,2015,0.22,0,0.13,0.05
Cyprus,CYP,2016,0.23,0,0.15,0.05
Cyprus,CYP,2017,0.21,0,0.17,0.05
Cyprus,CYP,2018,0.22,0,0.2,0.06
Cyprus,CYP,2019,0.24,0,0.22,0.06
Cyprus,CYP,2020,0.24,0,0.3,0.06
Cyprus,CYP,2021,0.25,0,0.45,0.06
Czechia,CZE,1965,0,2.232,0,0
Czechia,CZE,1966,0,2.104,0,0
Czechia,CZE,1967,0,1.896,0,0
Czechia,CZE,1968,0,1.467,0,0
Czechia,CZE,1969,0,1.198,0,0
Czechia,CZE,1970,0,1.71,0,0
Czechia,CZE,1971,0,1.208,0,0
Czechia,CZE,1972,0,1.264,0,0
Czechia,CZE,1973,0,1.081,0,0
Czechia,CZE,1974,0,1.819,0,0
Czechia,CZE,1975,0,1.814,0,0
Czechia,CZE,1976,0,1.446,0,0
Czechia,CZE,1977,0,1.967,0,0
Czechia,CZE,1978,0,1.83,0,0
Czechia,CZE,1979,0,2.293,0,0
Czechia,CZE,1980,0,2.399,0,0
Czechia,CZE,1981,0,2.061,0,0
Czechia,CZE,1982,0,1.67,0,0
Czechia,CZE,1983,0,1.655,0,0
Czechia,CZE,1984,0,1.298,0,0
Czechia,CZE,1985,0,1.671,0,0
Czechia,CZE,1986,0,1.876,0,0
Czechia,CZE,1987,0,2.465,0,0
Czechia,CZE,1988,0,2.099,0,0
Czechia,CZE,1989,0,1.643,0,0
Czechia,CZE,1990,0,1.16,0,0
Czechia,CZE,1991,0,1.09,0,0
Czechia,CZE,1992,0,1.4,0,0
Czechia,CZE,1993,0,1.37,0,0.16
Czechia,CZE,1994,0,1.46,0,0.32
Czechia,CZE,1995,0,2,0,0.41
Czechia,CZE,1996,0,1.97,0,0.29
Czechia,CZE,1997,0,1.7,0,0.49
Czechia,CZE,1998,0,1.4,0,0.59
Czechia,CZE,1999,0,1.68,0,0.68
Czechia,CZE,2000,0,1.76,0,0.52
Czechia,CZE,2001,0,2.05,0,0.52
Czechia,CZE,2002,0,2.49,0,0.5
Czechia,CZE,2003,0,1.38,0,0.49
Czechia,CZE,2004,0.01,2.02,0,0.71
Czechia,CZE,2005,0.02,2.38,0,0.73
Czechia,CZE,2006,0.05,2.55,0,0.92
Czechia,CZE,2007,0.13,2.09,0,1.2
Czechia,CZE,2008,0.24,2.02,0.01,1.45
Czechia,CZE,2009,0.29,2.43,0.09,1.85
Czechia,CZE,2010,0.34,2.79,0.62,2.16
Czechia,CZE,2011,0.4,1.96,2.18,2.7
Czechia,CZE,2012,0.42,2.13,2.15,3.37
Czechia,CZE,2013,0.48,2.73,2.03,4.06
Czechia,CZE,2014,0.48,1.91,2.12,4.66
Czechia,CZE,2015,0.57,1.79,2.26,4.79
Czechia,CZE,2016,0.5,2,2.13,4.76
Czechia,CZE,2017,0.59,1.87,2.19,4.97
Czechia,CZE,2018,0.61,1.63,2.36,4.83
Czechia,CZE,2019,0.7,2.01,2.31,5.03
Czechia,CZE,2020,0.7,2.14,2.29,5.21
Czechia,CZE,2021,0.6,2.52,2.32,5.38
Democratic Republic of Congo,COD,2000,0,5.94,0,0
Democratic Republic of Congo,COD,2001,0,5.91,0,0
Democratic Republic of Congo,COD,2002,0,6.05,0,0
Democratic Republic of Congo,COD,2003,0,6.1,0,0
Democratic Republic of Congo,COD,2004,0,7.01,0,0
Democratic Republic of Congo,COD,2005,0,7.32,0,0
Democratic Republic of Congo,COD,2006,0,7.45,0,0
Democratic Republic of Congo,COD,2007,0,7.74,0,0
Democratic Republic of Congo,COD,2008,0,7.41,0,0
Democratic Republic of Congo,COD,2009,0,7.72,0,0
Democratic Republic of Congo,COD,2010,0,7.74,0,0
Democratic Republic of Congo,COD,2011,0,7.73,0,0
Democratic Republic of Congo,COD,2012,0,7.51,0,0
Democratic Republic of Congo,COD,2013,0,8.15,0,0
Democratic Republic of Congo,COD,2014,0,8.73,0,0
Democratic Republic of Congo,COD,2015,0,8.83,0,0
Democratic Republic of Congo,COD,2016,0,9.01,0,0
Democratic Republic of Congo,COD,2017,0,9.39,0.01,0
Democratic Republic of Congo,COD,2018,0,10.43,0.03,0
Democratic Republic of Congo,COD,2019,0,9.15,0.03,0
Democratic Republic of Congo,COD,2020,0,9.19,0.03,0
Denmark,DNK,1965,0,0.025,0,0
Denmark,DNK,1966,0,0.026,0,0
Denmark,DNK,1967,0,0.025,0,0
Denmark,DNK,1968,0,0.021,0,0
Denmark,DNK,1969,0,0.022,0,0
Denmark,DNK,1970,0,0.024,0,0
Denmark,DNK,1971,0,0.024,0,0
Denmark,DNK,1972,0,0.024,0,0
Denmark,DNK,1973,0,0.024,0,0
Denmark,DNK,1974,0,0.024,0,0
Denmark,DNK,1975,0,0.021,0,0
Denmark,DNK,1976,0,0.019,0,0
Denmark,DNK,1977,0,0.026,0,0
Denmark,DNK,1978,0.003,0.027,0,0
Denmark,DNK,1979,0.006,0.029,0,0
Denmark,DNK,1980,0.01,0.034,0,0
Denmark,DNK,1981,0.01,0.036,0,0
Denmark,DNK,1982,0.018,0.03,0,0
Denmark,DNK,1983,0.027,0.034,0,0.033
Denmark,DNK,1984,0.033,0.03,0,0.033
Denmark,DNK,1985,0.051,0.03,0,0.036
Denmark,DNK,1986,0.126,0.029,0,0.051
Denmark,DNK,1987,0.174,0.029,0,0.061
Denmark,DNK,1988,0.292,0.033,0,0.08
Denmark,DNK,1989,0.428,0.023,0,0.126
Denmark,DNK,1990,0.61,0.03,0,0.19
Denmark,DNK,1991,0.74,0.03,0,0.29
Denmark,DNK,1992,0.92,0.03,0,0.41
Denmark,DNK,1993,1.03,0.03,0,0.55
Denmark,DNK,1994,1.14,0.03,0,0.57
Denmark,DNK,1995,1.18,0.03,0,0.65
Denmark,DNK,1996,1.23,0.02,0,0.83
Denmark,DNK,1997,1.93,0.02,0,0.98
Denmark,DNK,1998,2.82,0.03,0,1.08
Denmark,DNK,1999,3.03,0.03,0,1.32
Denmark,DNK,2000,4.24,0.03,0,1.3
Denmark,DNK,2001,4.31,0.03,0,1.51
Denmark,DNK,2002,4.88,0.03,0,1.88
Denmark,DNK,2003,5.56,0.02,0,2.49
Denmark,DNK,2004,6.58,0.03,0,2.91
Denmark,DNK,2005,6.61,0.02,0,3.17
Denmark,DNK,2006,6.11,0.02,0,3.07
Denmark,DNK,2007,7.17,0.03,0,3.1
Denmark,DNK,2008,6.93,0.03,0,3.14
Denmark,DNK,2009,6.72,0.02,0,3.32
Denmark,DNK,2010,7.81,0.02,0.01,4.59
Denmark,DNK,2011,9.77,0.02,0.01,4.37
Denmark,DNK,2012,10.27,0.02,0.1,4.45
Denmark,DNK,2013,11.12,0.01,0.52,4.31
Denmark,DNK,2014,13.08,0.02,0.6,4.29
Denmark,DNK,2015,14.13,0.02,0.6,4.18
Denmark,DNK,2016,12.78,0.02,0.74,4.85
Denmark,DNK,2017,14.78,0.02,0.75,6.25
Denmark,DNK,2018,13.9,0.01,0.95,5.89
Denmark,DNK,2019,16.15,0.02,0.96,5.95
Denmark,DNK,2020,16.33,0.02,1.18,5.92
Denmark,DNK,2021,15.98,0.02,1.34,7.74
Djibouti,DJI,2000,0,0,0,0
Djibouti,DJI,2001,0,0,0,0
Djibouti,DJI,2002,0,0,0,0
Djibouti,DJI,2003,0,0,0,0
Djibouti,DJI,2004,0,0,0,0
Djibouti,DJI,2005,0,0,0,0
Djibouti,DJI,2006,0,0,0,0
Djibouti,DJI,2007,0,0,0,0
Djibouti,DJI,2008,0,0,0,0
Djibouti,DJI,2009,0,0,0,0
Djibouti,DJI,2010,0,0,0,0
Djibouti,DJI,2011,0,0,0,0
Djibouti,DJI,2012,0,0,0,0
Djibouti,DJI,2013,0,0,0,0
Djibouti,DJI,2014,0,0,0,0
Djibouti,DJI,2015,0,0,0,0
Djibouti,DJI,2016,0,0,0,0
Djibouti,DJI,2017,0,0,0,0
Djibouti,DJI,2018,0,0,0,0
Djibouti,DJI,2019,0,0,0,0
Djibouti,DJI,2020,0,0,0,0
Dominica,DMA,2000,0,0.03,0,0
Dominica,DMA,2001,0,0.03,0,0
Dominica,DMA,2002,0,0.03,0,0
Dominica,DMA,2003,0,0.03,0,0
Dominica,DMA,2004,0,0.03,0,0
Dominica,DMA,2005,0,0.03,0,0
Dominica,DMA,2006,0,0.03,0,0
Dominica,DMA,2007,0,0.02,0,0
Dominica,DMA,2008,0,0.02,0,0
Dominica,DMA,2009,0,0.02,0,0
Dominica,DMA,2010,0,0.02,0,0
Dominica,DMA,2011,0,0.04,0,0
Dominica,DMA,2012,0,0.03,0,0
Dominica,DMA,2013,0,0.04,0,0
Dominica,DMA,2014,0,0.03,0,0
Dominica,DMA,2015,0,0.02,0,0
Dominica,DMA,2016,0,0.04,0,0
Dominica,DMA,2017,0,0.03,0,0
Dominica,DMA,2018,0,0.02,0,0
Dominica,DMA,2019,0,0.02,0,0
Dominica,DMA,2020,0,0.04,0,0
Dominican Republic,DOM,2000,0,0.75,0,0.01
Dominican Republic,DOM,2001,0,0.7,0,0.01
Dominican Republic,DOM,2002,0,0.87,0,0.01
Dominican Republic,DOM,2003,0,1.19,0,0.01
Dominican Republic,DOM,2004,0,1.6,0,0.01
Dominican Republic,DOM,2005,0,1.91,0,0.01
Dominican Republic,DOM,2006,0,1.75,0,0.01
Dominican Republic,DOM,2007,0,1.7,0,0.01
Dominican Republic,DOM,2008,0,1.38,0,0.01
Dominican Republic,DOM,2009,0,1.46,0,0.01
Dominican Republic,DOM,2010,0,1.43,0,0.13
Dominican Republic,DOM,2011,0.01,1.53,0,0.14
Dominican Republic,DOM,2012,0.1,1.78,0,0.14
Dominican Republic,DOM,2013,0.24,1.88,0.01,0.15
Dominican Republic,DOM,2014,0.24,1.32,0.02,0.15
Dominican Republic,DOM,2015,0.29,0.93,0.03,0.17
Dominican Republic,DOM,2016,0.32,1.5,0.08,0.46
Dominican Republic,DOM,2017,0.39,2.17,0.14,0.37
Dominican Republic,DOM,2018,0.5,1.76,0.23,0.39
Dominican Republic,DOM,2019,0.55,1.05,0.26,0.35
Dominican Republic,DOM,2020,0.55,0.12,0.26,0.35
Eastern Africa,,1965,0,6.048,0,0
Eastern Africa,,1966,0,7.168,0,0
Eastern Africa,,1967,0,7.011,0,0
Eastern Africa,,1968,0,7.198,0,0
Eastern Africa,,1969,0,7.912,0,0
Eastern Africa,,1970,0,11.34,0,0
Eastern Africa,,1971,0,8.903,0,0.126
Eastern Africa,,1972,0,10.891,0,0.127
Eastern Africa,,1973,0,11.249,0,0.132
Eastern Africa,,1974,0,14.268,0,0.136
Eastern Africa,,1975,0,15.189,0,0.133
Eastern Africa,,1976,0,16.744,0,0.146
Eastern Africa,,1977,0,19.093,0,0.149
Eastern Africa,,1978,0,18.239,0,0.155
Eastern Africa,,1979,0,19.775,0,0.161
Eastern Africa,,1980,0,18.079,0,0.167
Eastern Africa,,1981,0,18.879,0,0.177
Eastern Africa,,1982,0,19.575,0,0.195
Eastern Africa,,1983,0,19.38,0,0.189
Eastern Africa,,1984,0,18.887,0,0.192
Eastern Africa,,1985,0,19.692,0,0.227
Eastern Africa,,1986,0,18.845,0,0.617
Eastern Africa,,1987,0,16.427,0,0.615
Eastern Africa,,1988,0,18.618,0,0.583
Eastern Africa,,1989,0,18.026,0,0.574
Eastern Africa,,1990,0,21.346,0,0.713
Eastern Africa,,1991,0,21.743,0,0.716
Eastern Africa,,1992,0,19.633,0,0.709
Eastern Africa,,1993,0,20.533,0,0.698
Eastern Africa,,1994,0,20.672,0,0.586
Eastern Africa,,1995,0,20.862,0,0.73
Eastern Africa,,1996,0,20.736,0,0.894
Eastern Africa,,1997,0,21.813,0,0.912
Eastern Africa,,1998,0,27.865,0,1.147
Eastern Africa,,1999,0,29.366,0,1.132
Eastern Africa,,2000,0,30.854,0,1.5
Eastern Africa,,2001,0,34.958,0,1.596
Eastern Africa,,2002,0,37.998,0,1.489
Eastern Africa,,2003,0,38.379,0,1.897
Eastern Africa,,2004,0.001,38.952,0.001,2.182
Eastern Africa,,2005,0.001,40.264,0.001,2.153
Eastern Africa,,2006,0.005,42.56,0.005,2.293
Eastern Africa,,2007,0.011,46.387,0.009,2.206
Eastern Africa,,2008,0.016,45.788,0.018,2.322
Eastern Africa,,2009,0.027,48.02,0.032,2.679
Eastern Africa,,2010,0.038,53.972,0.095,2.937
Eastern Africa,,2011,0.034,55.613,0.175,2.939
Eastern Africa,,2012,0.154,58.061,0.245,3.09
Eastern Africa,,2013,0.315,61.758,0.303,3.371
Eastern Africa,,2014,0.441,65.988,0.38,4.542
Eastern Africa,,2015,0.778,65.284,0.436,6.207
Eastern Africa,,2016,0.89,61.81,0.499,6.281
Eastern Africa,,2017,0.792,64.394,0.572,6.529
Eastern Africa,,2018,0.864,69.019,0.681,7.146
Eastern Africa,,2019,2.225,68.68,0.772,7.276
