Entity,Code,Year,Biofuels Production - TWh - Total
South & Central America,,2001,66.81380408333334
South & Central America,,2002,74.30413874999999
South & Central America,,2003,85.79524255555556
South & Central America,,2004,86.48475019444444
South & Central America,,2005,94.67093569444444
South & Central America,,2006,108.06567922222224
South & Central America,,2007,140.71050733333334
South & Central America,,2008,180.3374425833333
South & Central America,,2009,181.27229347222223
South & Central America,,2010,208.7396985555556
South & Central America,,2011,191.47712025
South & Central America,,2012,196.4791924444445
South & Central America,,2013,220.75838861111112
South & Central America,,2014,238.12998216666668
South & Central America,,2015,245.73997916666667
South & Central America,,2016,243.7961655
South & Central America,,2017,247.82966027777775
South & Central America,,2018,285.81413
South & Central America,,2019,299.271335
South & Central America,,2020,277.48004783333334
South Korea,KOR,1990,0
South Korea,KOR,1991,0
South Korea,KOR,1992,0
South Korea,KOR,1993,0
South Korea,KOR,1994,0
South Korea,KOR,1995,0
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,0
South Korea,KOR,1999,0
South Korea,KOR,2000,0
South Korea,KOR,2001,0
South Korea,KOR,2002,0.0106121327777777
South Korea,KOR,2003,0.0168699486111111
South Korea,KOR,2004,0.0539472608333333
South Korea,KOR,2005,0.1331857291666666
South Korea,KOR,2006,0.5301918516666667
South Korea,KOR,2007,0.9665246130555556
South Korea,KOR,2008,1.7947887969444445
South Korea,KOR,2009,2.5681822158333336
South Korea,KOR,2010,3.605130863888889
South Korea,KOR,2011,2.901539713888889
South Korea,KOR,2012,4.185637
South Korea,KOR,2013,4.292412030555556
South Korea,KOR,2014,4.508939369444445
South Korea,KOR,2015,5.132842350000001
South Korea,KOR,2016,5.1504501694444444
South Korea,KOR,2017,4.978256388888889
South Korea,KOR,2018,7.946007161111112
South Korea,KOR,2019,8.137665341666667
South Korea,KOR,2020,7.760849205555556
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,0.8512965583333333
Spain,ESP,2001,0.848970611388889
Spain,ESP,2002,1.482077175833333
Spain,ESP,2003,2.090464105833333
Spain,ESP,2004,2.546627043611112
Spain,ESP,2005,3.413359291666666
Spain,ESP,2006,3.0383132555555554
Spain,ESP,2007,4.258708511111111
Spain,ESP,2008,4.352000913888889
Spain,ESP,2009,10.47366187222222
Spain,ESP,2010,11.73127935
Spain,ESP,2011,9.744388888888889
Spain,ESP,2012,7.081611111111111
Spain,ESP,2013,8.566666666666666
Spain,ESP,2014,11.827222222222224
Spain,ESP,2015,12.883055555555556
Spain,ESP,2016,13.852011055555556
Spain,ESP,2017,21.543648722222223
Spain,ESP,2018,25.1223835
Spain,ESP,2019,24.21577994444445
Spain,ESP,2020,19.660444444444447
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,0.16962355
Sweden,SWE,2002,0.37980091
Sweden,SWE,2003,1.0517357900000002
Sweden,SWE,2004,1.9810076800000005
Sweden,SWE,2005,0.41834273
Sweden,SWE,2006,0.47564374
Sweden,SWE,2007,0.5703468300000001
Sweden,SWE,2008,1.54066099
Sweden,SWE,2009,2.1265106100000004
Sweden,SWE,2010,2.41146887
Sweden,SWE,2011,2.23294837
Sweden,SWE,2012,2.6494768200000003
Sweden,SWE,2013,2.64639487
Sweden,SWE,2014,2.6483138200000003
Sweden,SWE,2015,2.5444230300000004
Sweden,SWE,2016,2.40666568
Sweden,SWE,2017,2.15831866
Sweden,SWE,2018,4.238693061111111
Sweden,SWE,2019,5.001016300000001
Sweden,SWE,2020,4.5170466750000005
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.0344023569444444
Thailand,THA,2005,0.6239429894444445
Thailand,THA,2006,0.9670266033333336
Thailand,THA,2007,1.6659788002777778
Thailand,THA,2008,6.035050266666667
Thailand,THA,2009,7.437994388888889
Thailand,THA,2010,9.69942
Thailand,THA,2011,10.68797
Thailand,THA,2012,14.642170000000002
Thailand,THA,2013,18.71267
Thailand,THA,2014,20.92237
Thailand,THA,2015,22.57383
Thailand,THA,2016,19.56166
Thailand,THA,2017,22.98088
Thailand,THA,2018,24.57419
Thailand,THA,2019,28.16786
Thailand,THA,2020,27.23746
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.0318363980555555
United Kingdom,GBR,2003,0.1061213263888889
United Kingdom,GBR,2004,0.1064120697222222
United Kingdom,GBR,2005,0.09173744
United Kingdom,GBR,2006,2.65133762
United Kingdom,GBR,2007,4.520883380555556
United Kingdom,GBR,2008,3.3232376111111117
United Kingdom,GBR,2009,2.50001969
United Kingdom,GBR,2010,3.268623130555556
United Kingdom,GBR,2011,2.0225035200000003
United Kingdom,GBR,2012,3.4827198000000004
United Kingdom,GBR,2013,5.859822019444445
United Kingdom,GBR,2014,4.52947795
United Kingdom,GBR,2015,3.5043516
United Kingdom,GBR,2016,6.305169611111111
United Kingdom,GBR,2017,8.63975255
United Kingdom,GBR,2018,7.972655750000001
United Kingdom,GBR,2019,6.818680630555556
United Kingdom,GBR,2020,6.446549069444445
United States,USA,1990,16.732741483333335
United States,USA,1991,19.388732211111112
United States,USA,1992,22.04472293888889
United States,USA,1993,25.83372615
United States,USA,1994,28.846282277777775
United States,USA,1995,30.38404883333333
United States,USA,1996,21.786279461111118
United States,USA,1997,28.832182944444448
United States,USA,1998,31.444318194444445
United States,USA,1999,32.786574083333335
United States,USA,2000,36.307645916666665
United States,USA,2001,39.80128641666667
United States,USA,2002,48.25922897222223
United States,USA,2003,63.254506972222224
United States,USA,2004,77.1594011388889
United States,USA,2005,90.52149872222223
United States,USA,2006,117.9794156388889
United States,USA,2007,162.8994421388889
United States,USA,2008,231.8067673611111
United States,USA,2009,262.64376555555555
United States,USA,2010,309.50031388888885
United States,USA,2011,345.2214827777778
United States,USA,2012,330.1087761111111
United States,USA,2013,344.54502333333335
United States,USA,2014,364.58819166666666
United States,USA,2015,375.1132397222222
United States,USA,2016,399.2340369444445
United States,USA,2017,411.91720833333335
United States,USA,2018,424.4400669444445
United States,USA,2019,412.82145750000007
United States,USA,2020,374.2582466666667
World,OWID_WRL,1990,82.68675627777777
World,OWID_WRL,1991,93.2375885277778
World,OWID_WRL,1992,89.86360272222223
World,OWID_WRL,1993,91.8009065
World,OWID_WRL,1994,102.02947055555556
World,OWID_WRL,1995,105.95154325
World,OWID_WRL,1996,106.66178911111112
World,OWID_WRL,1997,122.70408922222224
World,OWID_WRL,1998,117.30763266666668
World,OWID_WRL,1999,113.606791
World,OWID_WRL,2000,108.99480316666669
World,OWID_WRL,2001,119.13040036111111
World,OWID_WRL,2002,140.62345041666666
World,OWID_WRL,2003,174.3106649722222
World,OWID_WRL,2004,197.42010672222224
World,OWID_WRL,2005,232.2948988055556
World,OWID_WRL,2006,296.6231691666667
World,OWID_WRL,2007,403.0958344444445
World,OWID_WRL,2008,546.9766438888889
World,OWID_WRL,2009,606.5080116666667
World,OWID_WRL,2010,698.1288286111111
World,OWID_WRL,2011,741.6549433333334
World,OWID_WRL,2012,756.1874566666667
World,OWID_WRL,2013,822.0339552777779
World,OWID_WRL,2014,895.3089569444444
World,OWID_WRL,2015,895.6936680555556
World,OWID_WRL,2016,927.77521
World,OWID_WRL,2017,969.0051016666666
World,OWID_WRL,2018,1067.8694127777778
World,OWID_WRL,2019,1110.4993022222222
World,OWID_WRL,2020,1043.0032377777777
