external_ref,status,source,chargeback
AqzZD9A2vIjT9P5sa6rwY,TRUE,GLOBALPAY,FALSE
aR0h1Icyp6yuZ9gET-mAJ,TRUE,GLOBALPAY,TRUE
Ar8HHDBCG3fWjj2xFCODv,TRUE,GLOBALPAY,FALSE
As1eNjhFaQYARELpyXj70,TRUE,GLOBALPAY,FALSE
astR-KUObg96UWsNEG6za,TRUE,GLOBALPAY,FALSE
AtC17VnU3wkCe9JmmFRV2,TRUE,GLOBALPAY,FALSE
atCwULbmObcq30IALwOGb,TRUE,GLOBALPAY,FALSE
atIVtQCynfSCZz4c57nzq,TRUE,GLOBALPAY,FALSE
aTLPyC42UV5qYVePpU7KG,TRUE,GLOBALPAY,FALSE
ATSIt5PtLKfhCM2BVtcU9,TRUE,GLOBALPAY,FALSE
au2JYvsJKu9V_ShX2QDfi,TRUE,GLOBALPAY,FALSE
AUtPNRDBPagKGKSI62DU0,TRUE,GLOBALPAY,FALSE
AUURFayO_yIYCmgp77tzD,TRUE,GLOBALPAY,FALSE
auZ4GnpFj7OIW2x203NI4,TRUE,GLOBALPAY,FALSE
av_1laz4WoGdLczHS8nOr,TRUE,GLOBALPAY,FALSE
Av4QbTLiB_y60vqIOlOvy,TRUE,GLOBALPAY,FALSE
aV87HhA00bS1JX2yisFlg,TRUE,GLOBALPAY,FALSE
aVfVg6sUPxZaJULEoi6RF,TRUE,GLOBALPAY,FALSE
aVT-2T5ubtiCzaOB39KmN,TRUE,GLOBALPAY,FALSE
aVtlSXG8QR2QjWQhNHPVS,TRUE,GLOBALPAY,FALSE
aw0hBXNdQWGPF7oQcH889,TRUE,GLOBALPAY,FALSE
awFrAj5v6DtFmVdXbpGz0,TRUE,GLOBALPAY,FALSE
Ax-0PcEJVI4EqVJ1v9hlq,TRUE,GLOBALPAY,FALSE
axcBeobPFPH4IMXQxsqFy,TRUE,GLOBALPAY,FALSE
AxCDQV4vOf_KvnHYV1h76,TRUE,GLOBALPAY,FALSE
AxfYNO8LahDz872_3wQoI,TRUE,GLOBALPAY,FALSE
AXjillskbGa1RHCQyTrsD,TRUE,GLOBALPAY,FALSE
axLgHUbFSfBZLzBzUD46K,TRUE,GLOBALPAY,FALSE
aXTjTgTJZG9EGf_u4yXps,TRUE,GLOBALPAY,FALSE
aXX5AzNY-z1BtkxyOFEsu,TRUE,GLOBALPAY,FALSE
axxTqOdUtF763_J6iNqDc,TRUE,GLOBALPAY,FALSE
aY8Puuvb3jysWGRb0ZNyA,TRUE,GLOBALPAY,FALSE
aYbhwt8_QCzLFmD89F1bo,TRUE,GLOBALPAY,FALSE
aYMDkht9th42g5EQ-33zs,TRUE,GLOBALPAY,FALSE
aYX1KXdE1LeSlblIGUSga,TRUE,GLOBALPAY,FALSE
aZ0svOgv1sMI8KirGcCV4,TRUE,GLOBALPAY,FALSE
aZ3kBMv-6ftBa5eGQh7Oo,TRUE,GLOBALPAY,FALSE
aZxSwfTS7SpL4Mt1iUp3v,TRUE,GLOBALPAY,TRUE
b_98PLA4mXAEcIyGuuF0e,TRUE,GLOBALPAY,FALSE
b_hQipSDXiYgf_cyGhzsk,TRUE,GLOBALPAY,FALSE
b_yT00z2D2go1TiK7FqQr,TRUE,GLOBALPAY,FALSE
B0lW_fXmUDFRbKyQwRmrU,TRUE,GLOBALPAY,FALSE
b1xJ7uRhzSC9j-pWO5xfv,TRUE,GLOBALPAY,FALSE
b2iWI7Fw7wd1Y7A8YUbbN,TRUE,GLOBALPAY,FALSE
b2sXJ1CWwfIqHZbJBaHxi,TRUE,GLOBALPAY,FALSE
b2zNfPGDALRD2HKTIrt6l,TRUE,GLOBALPAY,FALSE
b359ousR0fFJxoi1X4Ejq,TRUE,GLOBALPAY,FALSE
b3LjkP_g0Hteglheen_VZ,TRUE,GLOBALPAY,FALSE
b484ja3ZlnhBcEs8kuIGy,TRUE,GLOBALPAY,FALSE
b4c9iU_z0wWNF159PBmHR,TRUE,GLOBALPAY,FALSE
B5QOXoDbIpX2BjkVBfFSS,TRUE,GLOBALPAY,FALSE
b6E4HSVHkOt6IEcCuvngq,TRUE,GLOBALPAY,FALSE
B6Gt7UPN0Nhr71afZVn7j,TRUE,GLOBALPAY,FALSE
B6WF5A7Ra3pXfbIezSA_5,TRUE,GLOBALPAY,FALSE
B8-K7wv2ej7QT45jSWUxn,TRUE,GLOBALPAY,FALSE
b8bt9Cxmr1FcWw0_D-Fu0,TRUE,GLOBALPAY,TRUE
B8E2wdhiBeg96_hqNx8Ph,TRUE,GLOBALPAY,FALSE
B9GWi7Mia4iIHSd3x196g,TRUE,GLOBALPAY,FALSE
b9y74vOnJ4BZ27KkRX87A,TRUE,GLOBALPAY,FALSE
ba0fzPxPN9t3bTt1KqeKY,TRUE,GLOBALPAY,FALSE
bA4YgRo9ZGKeZv8xxSEHt,TRUE,GLOBALPAY,FALSE
Ba5WUrxJ-OwRIAC1S00Ov,TRUE,GLOBALPAY,FALSE
BA8ZAssjdVx5zEByGFJiF,TRUE,GLOBALPAY,FALSE
baHhBqJegnC-j5Cw4obgB,TRUE,GLOBALPAY,FALSE
baLwi3XoJugYecRnm_UiW,TRUE,GLOBALPAY,FALSE
baYAt5x2RMZdPtdwqluZ_,TRUE,GLOBALPAY,FALSE
baZAe8dRvCOBBjUhI12LU,TRUE,GLOBALPAY,FALSE
bb44WvOzZSGNPkGcGCxAo,TRUE,GLOBALPAY,FALSE
BBSxkqwrCvGm1wqCkhU_R,TRUE,GLOBALPAY,FALSE
bc5rw4TNB7eTsBVIWiR2I,TRUE,GLOBALPAY,FALSE
BC9W61ZO9RaYQNFuMr8CA,TRUE,GLOBALPAY,FALSE
BCgn2Hyla8uYwSmy7q_No,TRUE,GLOBALPAY,FALSE
BChTG-Yo5dVs5iXpFn5Wa,TRUE,GLOBALPAY,FALSE
bcjbz496Wev6S2QIt6m26,TRUE,GLOBALPAY,FALSE
BCp9G_ZPwKnQ7XcT5LUem,TRUE,GLOBALPAY,FALSE
bCQkSMLrMBJOo0UpuYmYq,TRUE,GLOBALPAY,FALSE
bcTVYkMoNtfUk3saf76hu,TRUE,GLOBALPAY,FALSE
BcVEW8QRmJGpC70s8FEFQ,TRUE,GLOBALPAY,FALSE
BcZAktDNNV14PBAUcX8or,TRUE,GLOBALPAY,FALSE
BD20fm6SBuumcPr8cvlVW,TRUE,GLOBALPAY,FALSE
bDK166ouv14Kf-RtitMNe,TRUE,GLOBALPAY,FALSE
BDLWrD7GqswBe1Sg4aXb_,TRUE,GLOBALPAY,FALSE
BdndjFOKI-Aq3e1GhuyQh,TRUE,GLOBALPAY,FALSE
BdoGJFu8HHlvfdTHdDVdp,TRUE,GLOBALPAY,FALSE
bDURaVgPkI56DTIVa1p5k,TRUE,GLOBALPAY,FALSE
BdZe5TqKrHoU4TRwU6oWn,TRUE,GLOBALPAY,FALSE
BdZIFSVgTk20Fm9myLus3,TRUE,GLOBALPAY,FALSE
Beh6sTvB9Iw1CSCk5qbW9,TRUE,GLOBALPAY,FALSE
bEmIrVnH3bsF9H2lgFFGi,TRUE,GLOBALPAY,FALSE
Ben80cjksgqUOpnb68ZxL,TRUE,GLOBALPAY,FALSE
beVPytO_DIXOU5eIEVglh,TRUE,GLOBALPAY,FALSE
bewte7I0NqaqZdqZNL77_,TRUE,GLOBALPAY,FALSE
BF_lYtCn8lrT2vxbpCyKF,TRUE,GLOBALPAY,FALSE
bF45eLYwVm4OQDOgl-zAQ,TRUE,GLOBALPAY,FALSE
bFA6xp-TymDXpzBDW9ipS,TRUE,GLOBALPAY,FALSE
bFdrQmnMVTYEn5__n6bNW,TRUE,GLOBALPAY,FALSE
BfN0N1vLWWwmAjNBakmQI,TRUE,GLOBALPAY,FALSE
bfsmOpps6iAXXtW6OYP7H,TRUE,GLOBALPAY,FALSE
BfsTRpVhi2Gklr4u-JT2w,TRUE,GLOBALPAY,FALSE
bFygyc9J-mvbuKVJjVqZe,TRUE,GLOBALPAY,FALSE
bG017J5rNNkWOru0sPKmA,TRUE,GLOBALPAY,FALSE
BG9TNzSRcmlPc-NrhxcTu,TRUE,GLOBALPAY,FALSE
BGH0ItbzYLqP-AcSOe3l4,TRUE,GLOBALPAY,TRUE
BghmT5pP26a3r130pkHWC,TRUE,GLOBALPAY,FALSE
bGK6ZnBZuFkydGctjAwXt,TRUE,GLOBALPAY,FALSE
BgKpuCG4wdZmV19X3MIGt,TRUE,GLOBALPAY,TRUE
BGQigQ2cK_bXDtBxBCXMj,TRUE,GLOBALPAY,FALSE
bgQTXE1LSwAukHNjvEkCG,TRUE,GLOBALPAY,FALSE
bGX0aPu5zwRojbLaJKHqn,TRUE,GLOBALPAY,FALSE
bh6sYdXXNSNhi0kgDF-n7,TRUE,GLOBALPAY,FALSE
Bhbb02yL5lpSMfgfMWylE,TRUE,GLOBALPAY,FALSE
BHN6wWixKFwl-61SPt0nc,TRUE,GLOBALPAY,FALSE
bIang3_u7yEtXlM_XUCMF,TRUE,GLOBALPAY,FALSE
BICmEz7f3w6B0m9VYviX_,TRUE,GLOBALPAY,FALSE
biepE2T-6Ddy1TrIN2dIg,TRUE,GLOBALPAY,FALSE
bifBEld8k8xEOpmXNkUkS,TRUE,GLOBALPAY,FALSE
bIfWsc2PWVBkSjHamH2R1,TRUE,GLOBALPAY,FALSE
bIlwwJhClADrkBBCRiitc,TRUE,GLOBALPAY,FALSE
bIm7JZ-Ph6qaQowj88ka-,TRUE,GLOBALPAY,FALSE
BJ2h1gQ69MM5lvsGWD_3w,TRUE,GLOBALPAY,FALSE
BJ3zwi-P6UKt645Q-nwV_,TRUE,GLOBALPAY,FALSE
BjBm6u3Y9uPPbwvDY7RU5,TRUE,GLOBALPAY,FALSE
bJCp7B8A1TJGzibBOk1m4,TRUE,GLOBALPAY,FALSE
bjGm9bKEFek8jvphmdzAD,TRUE,GLOBALPAY,FALSE
bjLmKWk2r8V0Dok7_jHJk,TRUE,GLOBALPAY,FALSE
bjzp4tgPlM5_TxuR1VGrO,TRUE,GLOBALPAY,FALSE
BKduT8cgdepP6enk_AZm6,TRUE,GLOBALPAY,FALSE
BKHTmZhr33QukF1w6fi2b,TRUE,GLOBALPAY,FALSE
bkpryKd4IfVhISM8zGnpe,TRUE,GLOBALPAY,FALSE
bL0HMKrRRvUT0CIqK6fCZ,TRUE,GLOBALPAY,FALSE
bl5iBGuCq9zNpQDaCGWHP,TRUE,GLOBALPAY,FALSE
BLa0vtI1a-tgLN2QIT45k,TRUE,GLOBALPAY,FALSE
bLIQ35p2PSWoTnKjF6f9a,TRUE,GLOBALPAY,FALSE
blm_RQyw9rZPxE2cYoQ73,TRUE,GLOBALPAY,TRUE
bLm39ASgzmEE3F8hrvKQc,TRUE,GLOBALPAY,FALSE
BM1a_hcipVnCPO8_czcfi,TRUE,GLOBALPAY,FALSE
Bm4j4zbzB22wVRoQLNGxN,TRUE,GLOBALPAY,FALSE
bMcPJZo002yahHxZb-mji,TRUE,GLOBALPAY,FALSE
BmExwpEQs5wnRFaBTb2ZD,TRUE,GLOBALPAY,FALSE
BmP1svULDdjyEIwhlXEoB,TRUE,GLOBALPAY,FALSE
BmWQSGDffiwi2CPH-WLSW,TRUE,GLOBALPAY,FALSE
bMXSX0Y3fFRgLfdUgE2E3,TRUE,GLOBALPAY,FALSE
bnc2qtd26fffMttEerkFw,TRUE,GLOBALPAY,FALSE
BncNLPypBd-RMaLUM92vR,TRUE,GLOBALPAY,FALSE
BNDhwPP0R9QDSUl_rnJCf,TRUE,GLOBALPAY,FALSE
BNhgV62FHvBYSznmMSuXA,TRUE,GLOBALPAY,FALSE
bNqEuV1j8slTshjZUHlIb,TRUE,GLOBALPAY,FALSE
bNtfCoE7xxPRVSEg0VeZ3,TRUE,GLOBALPAY,FALSE
BonOjT3doLIcNYgMaBDZ0,TRUE,GLOBALPAY,FALSE
BP_imPmxDsBRqIKoIKF6y,TRUE,GLOBALPAY,FALSE
BPnryeI_q0kQ3-26tpzdB,TRUE,GLOBALPAY,FALSE
BQ7l5Zk1YvnfKdbTUDAib,TRUE,GLOBALPAY,FALSE
BqF4_R4NSUdtOCR83Nipj,TRUE,GLOBALPAY,FALSE
bqFZqtS3zTCvNlytcfXr8,TRUE,GLOBALPAY,FALSE
bQhEsVmEvOVtF9MQhBJfl,TRUE,GLOBALPAY,FALSE
bqVETAw-H42g1WRCCUpQn,TRUE,GLOBALPAY,FALSE
BqX8TWCmSLmDjfdrb-Obn,TRUE,GLOBALPAY,FALSE
bRiHy_0sZ289ol8mEdL9p,TRUE,GLOBALPAY,FALSE
BRjdwMCihY3P9NsD5UKUT,TRUE,GLOBALPAY,FALSE
brLFaa9aR7olHfVt1dMUH,TRUE,GLOBALPAY,FALSE
brob73Qpu7GbqPgeKQ3ho,TRUE,GLOBALPAY,FALSE
BrQEy8pf-ax0_a42DNcxL,TRUE,GLOBALPAY,FALSE
brvDg7120KQcXH8GF6Wuo,TRUE,GLOBALPAY,FALSE
BsBncoCQ2AFz3NIRNS5_Q,TRUE,GLOBALPAY,FALSE
BSDFp_IiaVUYTQcXEJ5a5,TRUE,GLOBALPAY,FALSE
bSDnUx2rLucUGylUTX6Xm,TRUE,GLOBALPAY,FALSE
bSlKx1Q88U1nX-7zor1nP,TRUE,GLOBALPAY,FALSE
bsrcDIfHeE7UBG2DaLOZ4,TRUE,GLOBALPAY,FALSE
BsZPzlaZv0i_hR0ml3ulR,TRUE,GLOBALPAY,FALSE
BT39Tx1-RBG2kNla1YyYp,TRUE,GLOBALPAY,FALSE
bTfBioOEAOmXgCGjJG-Hu,TRUE,GLOBALPAY,FALSE
BTI3dLzfDbjphUFDY_DIe,TRUE,GLOBALPAY,FALSE
bTIabn-u8I1XjALW4wpve,TRUE,GLOBALPAY,FALSE
bTIEE2cTpaEMx6jNS2thY,TRUE,GLOBALPAY,FALSE
btj2IwTNcaZZD-WuiKY8P,TRUE,GLOBALPAY,FALSE
BTl0lhRPkhthiregF0Dla,TRUE,GLOBALPAY,FALSE
BtNNOTHXbYJJviUc7J8xW,TRUE,GLOBALPAY,FALSE
BToV-asv4twaPdx75yMwy,TRUE,GLOBALPAY,FALSE
bTREBRM0VL4W22lyFVsBh,TRUE,GLOBALPAY,FALSE
Btsw_GHPhiivCB9mk59-8,TRUE,GLOBALPAY,FALSE
BU2VhuxpWical4QsLugbh,TRUE,GLOBALPAY,FALSE
Bu4IP7yLTqY-URin1JSnR,TRUE,GLOBALPAY,FALSE
bUA4z3PGbyiwHs8BVFvDx,TRUE,GLOBALPAY,FALSE
bUcdfK3lYuP3Xlk2RRC5z,TRUE,GLOBALPAY,FALSE
BUInhwKAXt9kmlr9vaymd,TRUE,GLOBALPAY,FALSE
BulM8r3reyk167mOQ8z_U,TRUE,GLOBALPAY,FALSE
buOdKubbznRDo20mUQHmd,TRUE,GLOBALPAY,FALSE
bupvMLlZQ_0qdSDOIJ6St,TRUE,GLOBALPAY,FALSE
bUuCL81jvsX-81CU6RZqd,TRUE,GLOBALPAY,FALSE
bV9AU09-N6ViuFWi2I3Ll,TRUE,GLOBALPAY,FALSE
bvQlkihXF3Buvd2UukF88,TRUE,GLOBALPAY,FALSE
BVVgOTBpch9Qd60itz3UR,TRUE,GLOBALPAY,FALSE
bwcE-Ag1rfIteM1MJl8fR,TRUE,GLOBALPAY,FALSE
Bwms2_CjLxRW4EE0Hg12b,TRUE,GLOBALPAY,FALSE
BWnK_DVNkmXERNb0U8Ww_,TRUE,GLOBALPAY,FALSE
bwPKYHs7kf7c9sRTqoSNo,TRUE,GLOBALPAY,FALSE
BWpofcYqJV-shPRABG6vr,TRUE,GLOBALPAY,FALSE
BXkB2-NSJ8NRDNmMy84Z9,TRUE,GLOBALPAY,FALSE
bxLbD1PzLVWjE-om3wc6h,TRUE,GLOBALPAY,FALSE
BXOtDUWRg86GkadAwrO9f,TRUE,GLOBALPAY,FALSE
BXQJ6znpSF5R06wvVO0y8,TRUE,GLOBALPAY,FALSE
BXUlMdPwtK60BC9GJopMj,TRUE,GLOBALPAY,FALSE
byCQBHy5fHbig27c5mVYf,TRUE,GLOBALPAY,FALSE
ByMwAr1gbu4k4ikdOYdOz,TRUE,GLOBALPAY,FALSE
bZ6hWMtjiGE6ELt6sq8hD,TRUE,GLOBALPAY,FALSE
BZbQQISPRaiE46ZQQa4CI,TRUE,GLOBALPAY,FALSE
BZGBQIVPsK0nG27lebkES,TRUE,GLOBALPAY,FALSE
BzIB0OZNnLXY8vEY-GRbk,TRUE,GLOBALPAY,FALSE
bZyR_SEjBziuRLsysRFxq,TRUE,GLOBALPAY,FALSE
C_abyJPgJxFBh5U-bTW6H,TRUE,GLOBALPAY,FALSE
C_bhMatf-x3TWSJ4u47Fd,TRUE,GLOBALPAY,FALSE
c_jwiFap5SwafpqCTFlmB,TRUE,GLOBALPAY,FALSE
C_vTXKf_7s8nN__uo_gHr,TRUE,GLOBALPAY,FALSE
C_WeIu_ykdj3unbOGvygG,TRUE,GLOBALPAY,FALSE
C-AY_3eij57DeU5j0HAto,TRUE,GLOBALPAY,FALSE
c-Zb3ytON1CvpUkyjjyEX,TRUE,GLOBALPAY,FALSE
C0Yc8Kp4wZZvL5iKg-PLw,TRUE,GLOBALPAY,FALSE
c1CCJPMeZ1Ndmm-MUJbDc,TRUE,GLOBALPAY,FALSE
c1F3bztq3dW6PLfX_CbI1,TRUE,GLOBALPAY,FALSE
C1TZqU4LDZV4hzkj9wjYA,TRUE,GLOBALPAY,FALSE
C2392MnLnjtR5RLN-YQo0,TRUE,GLOBALPAY,FALSE
c2lczNZ1Ad1FAiQnqazcc,TRUE,GLOBALPAY,FALSE
c2MyenhCvee71uJ89QDFC,TRUE,GLOBALPAY,FALSE
c34zQg1wPBuRqFU4pToGX,TRUE,GLOBALPAY,FALSE
c3aLbnR5Sju8RUC87-HrW,TRUE,GLOBALPAY,FALSE
c3ex5-AibVu3BRjahhMWj,TRUE,GLOBALPAY,FALSE
c3h8LcQzZ8CqvmXm5Rvip,TRUE,GLOBALPAY,FALSE
c4Rw-_N3kfNKHD5pf1bb0,TRUE,GLOBALPAY,FALSE
C4rwl3wPf3LE9ZNWZKTtS,TRUE,GLOBALPAY,FALSE
c5Ki_W3Gj2zrAW-9Yzpvk,TRUE,GLOBALPAY,FALSE
c5OzjUYe0WsJg5nVxtrv6,TRUE,GLOBALPAY,FALSE
c6cSKS5GnImGf0cd5JLnb,TRUE,GLOBALPAY,FALSE
c6SH512uooeVy31zn-2eo,TRUE,GLOBALPAY,FALSE
C6xl-Di-oIQ1WfSPNzY6u,TRUE,GLOBALPAY,FALSE
C6XQ4d2Ni275Fk4_f-iTD,TRUE,GLOBALPAY,FALSE
C71yXAtFUwf7QCWNBLeYx,TRUE,GLOBALPAY,FALSE
c8j89vVEQ9JMyukpXMBvT,TRUE,GLOBALPAY,FALSE
C8Q-3FNRh1h3KUP59maml,TRUE,GLOBALPAY,FALSE
c99XkUmcOwpT3R8n03D8q,TRUE,GLOBALPAY,FALSE
c9OieVlT1_PpBJO88Ulpx,TRUE,GLOBALPAY,FALSE
caekBM7x1LzW0lRyCpse3,TRUE,GLOBALPAY,TRUE
cbDmxB81B1Q1q9vhMMviW,TRUE,GLOBALPAY,FALSE
cBFdWJuJiJD7lNlVKJTQm,TRUE,GLOBALPAY,FALSE
CBhpnGH0yoMsxwE03j3aT,TRUE,GLOBALPAY,FALSE
CBTJvMBmEIPs0E2F_HYUg,TRUE,GLOBALPAY,FALSE
CBZQWVrFjhdsBZzCW7FV-,TRUE,GLOBALPAY,FALSE
cc_jBp2U4hP_YVwQGAyXi,TRUE,GLOBALPAY,FALSE
CC-l0OJXbBfWF0OTcevj3,TRUE,GLOBALPAY,FALSE
cC4A30DYgr3oW2DdZ7WSn,TRUE,GLOBALPAY,FALSE
Cc5KSYoBIaoXtgMeqjQ6h,TRUE,GLOBALPAY,FALSE
cCkY7muRf0LHQyE0FWnrj,TRUE,GLOBALPAY,FALSE
Ccls9YeB_QGoB0AnLc8a8,TRUE,GLOBALPAY,FALSE
cClvVZVc2MgI8wAHUmA5L,TRUE,GLOBALPAY,FALSE
CcPsVTFeQIcINRJa4eVbJ,TRUE,GLOBALPAY,FALSE
cctKAhqjHyupLCqLRdY-U,TRUE,GLOBALPAY,FALSE
cCZP6lO4HP7e91xwFnyGS,TRUE,GLOBALPAY,FALSE
CDBgB4TW0QfhmVFv8CEj-,TRUE,GLOBALPAY,FALSE
cdK4SlDeAWVqhSuSp1VuJ,TRUE,GLOBALPAY,FALSE
cdmJJH9N6J7NEY3DckNLX,TRUE,GLOBALPAY,FALSE
CDrc1lUhlkiL9DoZYR89F,TRUE,GLOBALPAY,FALSE
CDTNc2nV_MNxSuirMjwMu,TRUE,GLOBALPAY,FALSE
cDYJpSCwkSoh5bGk6Fybe,TRUE,GLOBALPAY,FALSE
cemBM5eE8LDE6e9nSSw2i,TRUE,GLOBALPAY,FALSE
cetBCg1WwT2vnWs6ysViJ,TRUE,GLOBALPAY,FALSE
cF5sCu-AuPKqGlKc5zjc5,TRUE,GLOBALPAY,FALSE
CFESVUWn6rUXWL1iiBWQ4,TRUE,GLOBALPAY,FALSE
cfLr3CHCc0nxEEySN0V-H,TRUE,GLOBALPAY,FALSE
CflV62BU_WnRXO_QGDPe4,TRUE,GLOBALPAY,FALSE
CfnPEQZcoHp5z39f5kRmE,TRUE,GLOBALPAY,FALSE
cfPM3tbUuHQm3e5XtaQux,TRUE,GLOBALPAY,FALSE
CghYhmQP_XyB5qS4UjUH8,TRUE,GLOBALPAY,FALSE
CH68lKC-_ik5KMGD-Vc0t,TRUE,GLOBALPAY,FALSE
Ch9JlV9QME5sgrWvlkWIp,TRUE,GLOBALPAY,FALSE
CHbPNNlWOWyHJoc1YK_49,TRUE,GLOBALPAY,FALSE
chYIrGk1JNwcJTwXwYDtF,TRUE,GLOBALPAY,FALSE
Ci6ojbk56Sht1y4doX8hl,TRUE,GLOBALPAY,FALSE
cigMXXShcjCNVt5G1Cf1Z,TRUE,GLOBALPAY,FALSE
ciP8MC3m6w477jGpT9R9x,TRUE,GLOBALPAY,FALSE
ciW_XBU_hvl43EFhtc6oQ,TRUE,GLOBALPAY,FALSE
CJ6Nzxl-Ya04BRm3tpdhx,TRUE,GLOBALPAY,FALSE
CjUYdcxJQlT_zE1D00dSG,TRUE,GLOBALPAY,FALSE
CJVhkv-QZbpSL73XGF1PZ,TRUE,GLOBALPAY,FALSE
CJxHSoZJL-cHh3HZ_PmFJ,TRUE,GLOBALPAY,FALSE
CkgZV8TAAb7OJNSwSFzIc,TRUE,GLOBALPAY,FALSE
ckQOpMaxr_9mzIHubruWa,TRUE,GLOBALPAY,FALSE
cL6tIpe-TkrabYNXA_RAk,TRUE,GLOBALPAY,FALSE
clANBUyLPCG66V4DJTcnT,TRUE,GLOBALPAY,FALSE
cLld-y6wOC9Z16FRNXUVO,TRUE,GLOBALPAY,TRUE
clpSnhixFiWkMaBpWemLl,TRUE,GLOBALPAY,TRUE
CM0YwGCwTAM_z2tmZ3aJE,TRUE,GLOBALPAY,FALSE
cmbahYs-ilKZapxxC56gI,TRUE,GLOBALPAY,FALSE
CMbZn0ij3DlWp0sBvIl6c,TRUE,GLOBALPAY,FALSE
cmD35XthXu4ECC_LGZD8x,TRUE,GLOBALPAY,FALSE
CMDD3DrS1UAxJKwiTqS-w,TRUE,GLOBALPAY,FALSE
cMNvmZJMaUDmkBoTDZG94,TRUE,GLOBALPAY,FALSE
CMuO91eOadUCeCFHCaJnX,TRUE,GLOBALPAY,FALSE
CMVfaLzc3ChrGeZP8Horz,TRUE,GLOBALPAY,FALSE
Cn-sWqZLgk_xj4hAxDc3W,TRUE,GLOBALPAY,FALSE
CNay9vG2CKGVuZp3J82ZA,TRUE,GLOBALPAY,FALSE
CniwivAIwiMw_GpV1UzBc,TRUE,GLOBALPAY,TRUE
CnjST0Pu5PCtjZJG1L_yq,TRUE,GLOBALPAY,FALSE
CnUQwNVCS8mSsQi0BS2h3,TRUE,GLOBALPAY,FALSE
cOeHYtg1ZmcwDX31UtaS9,TRUE,GLOBALPAY,FALSE
coj4lCSvcATnHyzuveuen,TRUE,GLOBALPAY,FALSE
CoLniVdYWh-uPCHZE2kHT,TRUE,GLOBALPAY,FALSE
CONTUbeOLoUOjqVOAlr4c,TRUE,GLOBALPAY,FALSE
CoPFjMy45l4SijUJdOsa5,TRUE,GLOBALPAY,FALSE
cotfm3dLX1-GHh3QlUX5r,TRUE,GLOBALPAY,FALSE
cOWATbFRhrvTXdfVijp-y,TRUE,GLOBALPAY,FALSE
CozNVDQHYDIev5KnqPHsE,TRUE,GLOBALPAY,FALSE
Cp_NE6CtP4u0QcJEGRe6b,TRUE,GLOBALPAY,FALSE
cp4FQ2ELult3wDDKR7fqm,TRUE,GLOBALPAY,FALSE
CPANjEvu4avCLSjO-CcG-,TRUE,GLOBALPAY,FALSE
cPcc5kJm0uf8wjhwWvXyO,TRUE,GLOBALPAY,FALSE
CPo1XiZNHrDZCycRhSRmR,TRUE,GLOBALPAY,FALSE
CPTMzidykpx3xv4LRwEzz,TRUE,GLOBALPAY,FALSE
CqjuDXZDfsEiuoU_9hW0S,TRUE,GLOBALPAY,FALSE
cqLpDDx21jE4WVGVvkyY1,TRUE,GLOBALPAY,TRUE
cqSid06YJjf5X_44USnsy,TRUE,GLOBALPAY,FALSE
cR_swBjWree985jiY4oZ1,TRUE,GLOBALPAY,FALSE
Cr1Tqk2Kuz2rmWvADJT91,TRUE,GLOBALPAY,FALSE
crqEqZd-RiJJaImZnmY1u,TRUE,GLOBALPAY,FALSE
crrEqm2Wnj6HvZCzFjnWZ,TRUE,GLOBALPAY,FALSE
CRVPWibLeYt98drm2aZaF,TRUE,GLOBALPAY,FALSE
cRW_jRnh09sCt771M5x8U,TRUE,GLOBALPAY,FALSE
CS3aiOhXi92YECYofWhD-,TRUE,GLOBALPAY,FALSE
CSCrkp0rRUx0ltOofueC3,TRUE,GLOBALPAY,FALSE
cSLG4FyEs7wkyCv0ClRjC,TRUE,GLOBALPAY,FALSE
cSo3YkT-a0_PmOM8dqmlX,TRUE,GLOBALPAY,FALSE
CsvHGVxPKbuEHCgbeiR7M,TRUE,GLOBALPAY,FALSE
CsWPUQmIpiMwkS75ryUwJ,TRUE,GLOBALPAY,FALSE
cSXbgGttRRV-iHalfdHkF,TRUE,GLOBALPAY,FALSE
cth8KYqWTqw9dQ0kT-4_a,TRUE,GLOBALPAY,FALSE
ctKb4ZzhkhDFgfnn-oOz4,TRUE,GLOBALPAY,FALSE
CTLKioOpsrL2YNIydS2Xq,TRUE,GLOBALPAY,FALSE
cTTFfbmqucqBkpoGmn78T,TRUE,GLOBALPAY,FALSE
CTvL-yS0zwECewVisa27K,TRUE,GLOBALPAY,FALSE
CTXgp3T-X6_oDDpTbGdlm,TRUE,GLOBALPAY,FALSE
CU-FCeDwr7caZ_NRW3gXv,TRUE,GLOBALPAY,FALSE
cu8s8Wo0LH9DTmJ6AXGfx,TRUE,GLOBALPAY,FALSE
cUj0_vwPSQWbGy4d58uk7,TRUE,GLOBALPAY,FALSE
cUVHTP9ENuKyfp0GCZOCo,TRUE,GLOBALPAY,FALSE
CV2_ZQdCI4SkSDpTGfQSi,TRUE,GLOBALPAY,FALSE
CvRJkq9DTZxD8b6LDMaxd,TRUE,GLOBALPAY,FALSE
CvVVxYQDAQenXBone5Rh_,TRUE,GLOBALPAY,FALSE
CwdkpAeRzJVsreQ25O2Ty,TRUE,GLOBALPAY,FALSE
CwE-Y_wk9ETDluNaIJyql,TRUE,GLOBALPAY,FALSE
Cwik-BJFTxLg2hhfn8MZu,TRUE,GLOBALPAY,FALSE
CWm_kX2F8YFc-Y8NpogXE,TRUE,GLOBALPAY,FALSE
