external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,rates
UBjW75k0-qom55dIVtVCQ,TRUE,GLOBALPAY,evt_1Err55GtQBn9rs4z6gjv5BK,2019-01-27T09:36:00.000Z,ACCEPTED,FALSE,24137.91,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}"
ZQOQp_mwEu5JGXvWO3oh_,TRUE,GLOBALPAY,evt_1EOrqxAbbWQfLT4jwa2x0yO,2019-01-27T14:24:00.000Z,ACCEPTED,FALSE,24689.61,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}"
Rc-mXG-7qjGtFu3LNDwgM,TRUE,GLOBALPAY,evt_1EE0JDNCHPktKRh2w3rNR1z,2019-01-27T19:12:00.000Z,ACCEPTED,FALSE,25041.1,MX,MXN,"{""CAD"":1.4075919055565547,""EUR"":0.8711505840076856,""MXN"":25.1291428579729,""USD"":1,""SGD"":1.3994622128724272,""AUD"":1.6943281844568718,""GBP"":0.8232487493877177}"
nao_ctg1n4JSqWoi8UHi1,TRUE,GLOBALPAY,evt_1E_ayCkqv8kGRHfjI9v8dFa,2019-01-27T00:00:00.000Z,DECLINED,FALSE,23319.83,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}"
mfG9PbneoDV2-oydXsiKx,TRUE,GLOBALPAY,evt_1Eo-WVdM77y8UGIYCJzpTgR,2019-01-27T04:48:00.000Z,ACCEPTED,FALSE,23528.32,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}"
dv9DY9i31B3ANVwdgZwHm,TRUE,GLOBALPAY,evt_1EVJFLQ9taT-f-SuZRNMWke,2019-01-27T09:36:00.000Z,ACCEPTED,FALSE,23692.22,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}"
FtsfTr4-i8ybyectNHBKU,TRUE,GLOBALPAY,evt_1EiXHlIrjjxiksZ4LCR6The,2019-01-27T14:24:00.000Z,ACCEPTED,FALSE,23841.16,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}"
IcdO_ITm_UlAy4FETpQSX,TRUE,GLOBALPAY,evt_1EMBdu-ATUL2V8JUnCkSS9y,2019-01-27T19:12:00.000Z,ACCEPTED,FALSE,24353.94,UK,GBP,"{""CAD"":1.4027270640018927,""EUR"":0.8706095846454682,""MXN"":25.124516939670002,""USD"":1,""SGD"":1.3998145736517118,""AUD"":1.6923286022578046,""GBP"":0.8215011430959656}"
DuVcPTLlIy6PPzomXnYgg,TRUE,GLOBALPAY,evt_1EE1Dm1SqhbFScREZSjmuNn,2019-01-27T00:00:00.000Z,DECLINED,FALSE,25950.11,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}"
F0tmRoqcryCamoH9T1gOJ,TRUE,GLOBALPAY,evt_1ESCVwV51NUfgNAKWX8jMki,2019-01-27T04:48:00.000Z,ACCEPTED,FALSE,26427.04,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}"
w4liS97I1TOno46i-ujyc,TRUE,GLOBALPAY,evt_1EN8WEIAu5on7MEd0rtgOVL,2019-01-27T09:36:00.000Z,ACCEPTED,FALSE,26481.61,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}"
VuK9doh2IpJAnCHyXG2rU,TRUE,GLOBALPAY,evt_1EkLyu8u8qfWIs-rKJpmDsx,2019-01-27T14:24:00.000Z,ACCEPTED,FALSE,26874.44,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}"
NA7v8mrpeBYoYAyAlesLt,TRUE,GLOBALPAY,evt_1E-xXS7HrYFWJ1hK6lCgH_-,2019-01-27T19:12:00.000Z,DECLINED,FALSE,27008.97,FR,EUR,"{""CAD"":1.406968554311559,""EUR"":0.8681948317982443,""MXN"":25.12508952230266,""USD"":1,""SGD"":1.3958818503238257,""AUD"":1.696794769857069,""GBP"":0.8185041236292765}"
YQxvbMk_6O0zflZXjJsB3,TRUE,GLOBALPAY,evt_1EV4CC7FO6-3WPtaRWnsBx8,2019-01-27T00:00:00.000Z,ACCEPTED,FALSE,21778.78,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}"
3XVxPtE5HMRzL0rfLMG0v,TRUE,GLOBALPAY,evt_1Eozr-j8kV78QlzYWRf8wK1,2019-01-27T04:48:00.000Z,DECLINED,FALSE,21803.16,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}"
JV6t3_hKl2yupaQRZ03ZP,TRUE,GLOBALPAY,evt_1EUp91xRtmLFnHAsQ82wMEi,2019-01-27T09:36:00.000Z,ACCEPTED,FALSE,22198.39,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}"
mthsN9jw2a8qTgQD4Lo0c,TRUE,GLOBALPAY,evt_1EjLxfqFVOlzfZVkKcCiA7h,2019-01-27T14:24:00.000Z,ACCEPTED,FALSE,21932.86,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}"
DCMWIU9eixL40bt_ehNlF,TRUE,GLOBALPAY,evt_1EYvCHiZ7Ppf3fLVuIPaGFB,2019-01-27T19:12:00.000Z,DECLINED,FALSE,22609.89,CA,CAD,"{""CAD"":1.4093620679914898,""EUR"":0.8727638951643907,""MXN"":25.12394827356368,""USD"":1,""SGD"":1.3947807507205374,""AUD"":1.6957633266220786,""GBP"":0.8190280181108502}"
zlvSlzsWvrKkNWChNi916,TRUE,GLOBALPAY,evt_1EnFe_b4RN-M0SyMi_QLloK,2019-01-27T00:00:00.000Z,DECLINED,FALSE,29018.08,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}"
8XGFanz6zuKTaZYa-tM18,TRUE,GLOBALPAY,evt_1Ewguqfldem4idTyDESAOyy,2019-01-27T04:48:00.000Z,DECLINED,FALSE,28769.36,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}"
D3iRth1ycadzQs2tfi0sB,TRUE,GLOBALPAY,evt_1ExJZpnoo4Ge3kS5sRnTEsS,2019-01-27T09:36:00.000Z,ACCEPTED,FALSE,28647.23,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}"
y_eTWUF7A6ehwceSC5ZNm,TRUE,GLOBALPAY,evt_1EgCEGN7XSj08oxEpX_6BHl,2019-01-27T14:24:00.000Z,ACCEPTED,FALSE,28693.08,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}"
0UbBF6qN5jQgigrrzWaDH,TRUE,GLOBALPAY,evt_1Eo-rOj1pYhd0eGOBUGcQwC,2019-01-27T19:12:00.000Z,ACCEPTED,FALSE,28602.41,AE,USD,"{""CAD"":1.410468850294861,""EUR"":0.8732987609273274,""MXN"":25.125412909538426,""USD"":1,""SGD"":1.3945237480337724,""AUD"":1.6965483969265491,""GBP"":0.8221857961841436}"
7CewyTm37OLqey5cSI_6q,TRUE,GLOBALPAY,evt_1EO_LWai5I9xwZ6o9OhlWdA,2019-01-28T00:00:00.000Z,ACCEPTED,FALSE,25684.85,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}"
WEn4a3d7WzZo_RR0Lf23e,TRUE,GLOBALPAY,evt_1ESRKa6x6kvkqATeFD0wnPN,2019-01-28T04:48:00.000Z,ACCEPTED,FALSE,25513.6,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}"
afh0iIVBx5wi1sxluHA3B,TRUE,GLOBALPAY,evt_1EOT9jtTKT7tl-NxEz2LUEv,2019-01-28T09:36:00.000Z,DECLINED,FALSE,25444.21,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}"
w7hedyFnHy_uiJOoFSM4E,TRUE,GLOBALPAY,evt_1Ewvc3GU37wvPr7fWU_acYg,2019-01-28T14:24:00.000Z,ACCEPTED,FALSE,25900.09,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}"
Qq4bIXS9i16KOGnemD7AF,TRUE,GLOBALPAY,evt_1EpEbd4Tr3fusiZmlB_JOcT,2019-01-28T19:12:00.000Z,ACCEPTED,FALSE,26122.59,US,USD,"{""CAD"":1.4058451667477623,""EUR"":0.8740679954482808,""MXN"":25.12074488067353,""USD"":1,""SGD"":1.3986106400957117,""AUD"":1.6953201071901542,""GBP"":0.8262861455848641}"
v9X-btBk-wfzcI1L_8kXd,TRUE,GLOBALPAY,evt_1EId3RVQApCXk7Udgcjx2QB,2019-01-28T00:00:00.000Z,ACCEPTED,FALSE,25268.13,MX,MXN,"{""CAD"":1.4085511672158386,""EUR"":0.8697508242564586,""MXN"":25.12081216994733,""USD"":1,""SGD"":1.398469168863316,""AUD"":1.6966630147006545,""GBP"":0.829172412404472}"
ciP8MC3m6w477jGpT9R9x,TRUE,GLOBALPAY,evt_1EfgxWKNY5BfuQooCYtxDAL,2019-01-28T04:48:00.000Z,ACCEPTED,FALSE,25381.83,MX,MXN,"{""CAD"":1.4085511672158386,""EUR"":0.8697508242564586,""MXN"":25.12081216994733,""USD"":1,""SGD"":1.398469168863316,""AUD"":1.6966630147006545,""GBP"":0.829172412404472}"
mKi2Jbv07JVRewK_3e-Al,TRUE,GLOBALPAY,evt_1EUEdaHAT2rZPpASkaWv1iz,2019-01-28T09:36:00.000Z,ACCEPTED,FALSE,26035.85,MX,MXN,"{""CAD"":1.4085511672158386,""EUR"":0.8697508242564586,""MXN"":25.12081216994733,""USD"":1,""SGD"":1.398469168863316,""AUD"":1.6966630147006545,""GBP"":0.829172412404472}"
S2f-xgFlihg-b_lL1UyR0,TRUE,GLOBALPAY,evt_1EAL1bvwBLQsAZPlz8r8rAF,2019-01-28T14:24:00.000Z,ACCEPTED,FALSE,26143.31,MX,MXN,"{""CAD"":1.4085511672158386,""EUR"":0.8697508242564586,""MXN"":25.12081216994733,""USD"":1,""SGD"":1.398469168863316,""AUD"":1.6966630147006545,""GBP"":0.829172412404472}"
heLrY-u5dwB5mslfkZOYj,TRUE,GLOBALPAY,evt_1E_kt7ToomyxsLcThQSWQi7,2019-01-28T19:12:00.000Z,ACCEPTED,FALSE,26708.95,MX,MXN,"{""CAD"":1.4085511672158386,""EUR"":0.8697508242564586,""MXN"":25.12081216994733,""USD"":1,""SGD"":1.398469168863316,""AUD"":1.6966630147006545,""GBP"":0.829172412404472}"
WQxqiUThvR02IDe03FNrx,TRUE,GLOBALPAY,evt_1ElgOCtFS22raCp0QxRzzqp,2019-01-28T00:00:00.000Z,ACCEPTED,FALSE,25053.77,UK,GBP,"{""CAD"":1.4083960067685155,""EUR"":0.8729151280836123,""MXN"":25.124124311217706,""USD"":1,""SGD"":1.396247278958517,""AUD"":1.6974989315919147,""GBP"":0.8243250215365384}"
1sWM_oxF9vvCo_1AY9zcN,TRUE,GLOBALPAY,evt_1ENziMc1q_VQ0-kASKHh8Pi,2019-01-28T04:48:00.000Z,DECLINED,FALSE,25437.13,UK,GBP,"{""CAD"":1.4083960067685155,""EUR"":0.8729151280836123,""MXN"":25.124124311217706,""USD"":1,""SGD"":1.396247278958517,""AUD"":1.6974989315919147,""GBP"":0.8243250215365384}"
BzIB0OZNnLXY8vEY-GRbk,TRUE,GLOBALPAY,evt_1EYjK8YFmnZ-ANeQ3xHbBkX,2019-01-28T09:36:00.000Z,ACCEPTED,FALSE,25455.49,UK,GBP,"{""CAD"":1.4083960067685155,""EUR"":0.8729151280836123,""MXN"":25.124124311217706,""USD"":1,""SGD"":1.396247278958517,""AUD"":1.6974989315919147,""GBP"":0.8243250215365384}"
u7AHVunQcsZa4-24CKLSa,TRUE,GLOBALPAY,evt_1Exo7Q5e55dKlf2Y8qP9spD,2019-01-28T14:24:00.000Z,ACCEPTED,FALSE,25919.74,UK,GBP,"{""CAD"":1.4083960067685155,""EUR"":0.8729151280836123,""MXN"":25.124124311217706,""USD"":1,""SGD"":1.396247278958517,""AUD"":1.6974989315919147,""GBP"":0.8243250215365384}"
Ik-NhTS6_jbAZcuX1koMl,TRUE,GLOBALPAY,evt_1Ez0oogjJzgSOQLkhGkEghd,2019-01-28T19:12:00.000Z,DECLINED,FALSE,25887.64,UK,GBP,"{""CAD"":1.4083960067685155,""EUR"":0.8729151280836123,""MXN"":25.124124311217706,""USD"":1,""SGD"":1.396247278958517,""AUD"":1.6974989315919147,""GBP"":0.8243250215365384}"
IzbIIKMRyrPXin1ov5qPb,TRUE,GLOBALPAY,evt_1EY3m__5jmLjMO_Q-gRKlY1,2019-01-28T00:00:00.000Z,ACCEPTED,FALSE,27689.06,FR,EUR,"{""CAD"":1.4052072356237584,""EUR"":0.872124006369113,""MXN"":25.12401317027726,""USD"":1,""SGD"":1.397849299640443,""AUD"":1.6983604663055396,""GBP"":0.8229937760978826}"
cMNvmZJMaUDmkBoTDZG94,TRUE,GLOBALPAY,evt_1EQjYRZ4JLls2Agng-UGh4y,2019-01-28T04:48:00.000Z,ACCEPTED,FALSE,27688.53,FR,EUR,"{""CAD"":1.4052072356237584,""EUR"":0.872124006369113,""MXN"":25.12401317027726,""USD"":1,""SGD"":1.397849299640443,""AUD"":1.6983604663055396,""GBP"":0.8229937760978826}"
ZjglU4XQ0cJjYGaV-Q3kX,TRUE,GLOBALPAY,evt_1EzyuVjdpjFCEPLwewbSz_Q,2019-01-28T09:36:00.000Z,ACCEPTED,FALSE,27678.69,FR,EUR,"{""CAD"":1.4052072356237584,""EUR"":0.872124006369113,""MXN"":25.12401317027726,""USD"":1,""SGD"":1.397849299640443,""AUD"":1.6983604663055396,""GBP"":0.8229937760978826}"
_bJk9E6LfFnOm2PpH-tmj,TRUE,GLOBALPAY,evt_1EHbgN2YG9tfUUbxb-RkuYB,2019-01-28T14:24:00.000Z,ACCEPTED,FALSE,28336.48,FR,EUR,"{""CAD"":1.4052072356237584,""EUR"":0.872124006369113,""MXN"":25.12401317027726,""USD"":1,""SGD"":1.397849299640443,""AUD"":1.6983604663055396,""GBP"":0.8229937760978826}"
Vwm6S0Y1czSiXldBhzISy,TRUE,GLOBALPAY,evt_1E_buGzK3y94Y_j_fMmF7JD,2019-01-28T19:12:00.000Z,ACCEPTED,FALSE,28867.86,FR,EUR,"{""CAD"":1.4052072356237584,""EUR"":0.872124006369113,""MXN"":25.12401317027726,""USD"":1,""SGD"":1.397849299640443,""AUD"":1.6983604663055396,""GBP"":0.8229937760978826}"
lLDWc-jgF0zuT75_n8NjK,TRUE,GLOBALPAY,evt_1EUdh908MnLu3Lhy6YrVJDY,2019-01-28T00:00:00.000Z,ACCEPTED,FALSE,22327.45,CA,CAD,"{""CAD"":1.4069449424185194,""EUR"":0.8743566220260678,""MXN"":25.12538801901563,""USD"":1,""SGD"":1.4026907091013245,""AUD"":1.6988809694699105,""GBP"":0.8247421887702303}"
Y6R-khADMdCEBrd16R-j7,TRUE,GLOBALPAY,evt_1EpngKusPTQ-3mB6uGG_9mT,2019-01-28T04:48:00.000Z,ACCEPTED,FALSE,22424.1,CA,CAD,"{""CAD"":1.4069449424185194,""EUR"":0.8743566220260678,""MXN"":25.12538801901563,""USD"":1,""SGD"":1.4026907091013245,""AUD"":1.6988809694699105,""GBP"":0.8247421887702303}"
tF3sbRivEjPzbt2RcZh3X,TRUE,GLOBALPAY,evt_1E6DVBN6sVrUw2gcmeLiwIN,2019-01-28T09:36:00.000Z,ACCEPTED,FALSE,22437.19,CA,CAD,"{""CAD"":1.4069449424185194,""EUR"":0.8743566220260678,""MXN"":25.12538801901563,""USD"":1,""SGD"":1.4026907091013245,""AUD"":1.6988809694699105,""GBP"":0.8247421887702303}"
3kmkSZs62noX7xSFwKdkj,TRUE,GLOBALPAY,evt_1E46YMFzNxGp-hodph9yNZC,2019-01-28T14:24:00.000Z,DECLINED,FALSE,22268.95,CA,CAD,"{""CAD"":1.4069449424185194,""EUR"":0.8743566220260678,""MXN"":25.12538801901563,""USD"":1,""SGD"":1.4026907091013245,""AUD"":1.6988809694699105,""GBP"":0.8247421887702303}"
f2k22IZ7iyVFF9A7Sg3p5,TRUE,GLOBALPAY,evt_1EbccXLn6PAGP3TfppQK7GE,2019-01-28T19:12:00.000Z,ACCEPTED,FALSE,22540.44,CA,CAD,"{""CAD"":1.4069449424185194,""EUR"":0.8743566220260678,""MXN"":25.12538801901563,""USD"":1,""SGD"":1.4026907091013245,""AUD"":1.6988809694699105,""GBP"":0.8247421887702303}"
PvArUQJd5Qq7zSXeVfcqh,TRUE,GLOBALPAY,evt_1ESUyhQfOW6yWixP2XOXSin,2019-01-28T00:00:00.000Z,ACCEPTED,FALSE,28954.86,AE,USD,"{""CAD"":1.4058328480365332,""EUR"":0.8744336448625962,""MXN"":25.121235313308095,""USD"":1,""SGD"":1.4048257097297907,""AUD"":1.6948937791635934,""GBP"":0.8260130898083602}"
-_eEafKn8M04w9EQ3ec5u,TRUE,GLOBALPAY,evt_1EHWWS-W93p3_o6npy0VkIW,2019-01-28T04:48:00.000Z,ACCEPTED,FALSE,29511.96,AE,USD,"{""CAD"":1.4058328480365332,""EUR"":0.8744336448625962,""MXN"":25.121235313308095,""USD"":1,""SGD"":1.4048257097297907,""AUD"":1.6948937791635934,""GBP"":0.8260130898083602}"
OP35T9fX4bTaoaedJ5L5Q,TRUE,GLOBALPAY,evt_1E2neEQ0rlVI8rMaCw-aA8N,2019-01-28T09:36:00.000Z,ACCEPTED,FALSE,30177.52,AE,USD,"{""CAD"":1.4058328480365332,""EUR"":0.8744336448625962,""MXN"":25.121235313308095,""USD"":1,""SGD"":1.4048257097297907,""AUD"":1.6948937791635934,""GBP"":0.8260130898083602}"
qWFJVNA8R8w_HNuroUcJU,TRUE,GLOBALPAY,evt_1EbcxvEskZ6iQErk8mC7hlD,2019-01-28T14:24:00.000Z,DECLINED,FALSE,30871.51,AE,USD,"{""CAD"":1.4058328480365332,""EUR"":0.8744336448625962,""MXN"":25.121235313308095,""USD"":1,""SGD"":1.4048257097297907,""AUD"":1.6948937791635934,""GBP"":0.8260130898083602}"
B8-K7wv2ej7QT45jSWUxn,TRUE,GLOBALPAY,evt_1ESBvecmYatEmHtwbqaRXVz,2019-01-28T19:12:00.000Z,ACCEPTED,FALSE,31156.19,AE,USD,"{""CAD"":1.4058328480365332,""EUR"":0.8744336448625962,""MXN"":25.121235313308095,""USD"":1,""SGD"":1.4048257097297907,""AUD"":1.6948937791635934,""GBP"":0.8260130898083602}"
ySuYZFf5ci_r-QM5naR1j,TRUE,GLOBALPAY,evt_1EsfnURaT9h-BKP7fEGXnX0,2019-01-29T00:00:00.000Z,ACCEPTED,FALSE,26242.3,US,USD,"{""CAD"":1.404401321301603,""EUR"":0.8765065960411239,""MXN"":25.11978414966493,""USD"":1,""SGD"":1.4050825224245007,""AUD"":1.694969262192531,""GBP"":0.8271324514578763}"
9sOupPvkE1OFIzkRw6WOh,TRUE,GLOBALPAY,evt_1ElsvEQrCcInLcmpQZDk_65,2019-01-29T04:48:00.000Z,DECLINED,FALSE,26204.78,US,USD,"{""CAD"":1.404401321301603,""EUR"":0.8765065960411239,""MXN"":25.11978414966493,""USD"":1,""SGD"":1.4050825224245007,""AUD"":1.694969262192531,""GBP"":0.8271324514578763}"
_pUDicFuOU-gJRAz6SV0v,TRUE,GLOBALPAY,evt_1ET2lQqdZwlA1xtJW-wwsYS,2019-01-29T09:36:00.000Z,ACCEPTED,FALSE,26033.95,US,USD,"{""CAD"":1.404401321301603,""EUR"":0.8765065960411239,""MXN"":25.11978414966493,""USD"":1,""SGD"":1.4050825224245007,""AUD"":1.694969262192531,""GBP"":0.8271324514578763}"
ficfs3pE8pAIuwFHtKTXo,TRUE,GLOBALPAY,evt_1EzV68hxjuZQ0IA25xD9n3W,2019-01-29T14:24:00.000Z,DECLINED,FALSE,25871.81,US,USD,"{""CAD"":1.404401321301603,""EUR"":0.8765065960411239,""MXN"":25.11978414966493,""USD"":1,""SGD"":1.4050825224245007,""AUD"":1.694969262192531,""GBP"":0.8271324514578763}"
rwAjj1hyqxRZWRnFr148y,TRUE,GLOBALPAY,evt_1ES7t_S0Z_5RJPIohbmUWzN,2019-01-29T19:12:00.000Z,ACCEPTED,FALSE,26044.96,US,USD,"{""CAD"":1.404401321301603,""EUR"":0.8765065960411239,""MXN"":25.11978414966493,""USD"":1,""SGD"":1.4050825224245007,""AUD"":1.694969262192531,""GBP"":0.8271324514578763}"
NPcDsdm-mG6b04yqZAf-k,TRUE,GLOBALPAY,evt_1EuSte-7uGD49HO6fjDyzf2,2019-01-29T00:00:00.000Z,ACCEPTED,FALSE,26962.72,MX,MXN,"{""CAD"":1.400341921513091,""EUR"":0.8789161482122197,""MXN"":25.115467973136024,""USD"":1,""SGD"":1.4016420802334904,""AUD"":1.6973047000408135,""GBP"":0.8237334473637994}"
G_1DPVcaQYsW3lG8e2MU_,TRUE,GLOBALPAY,evt_1EXEbVJa1l01dehZWK_MGsu,2019-01-29T04:48:00.000Z,ACCEPTED,FALSE,27190.07,MX,MXN,"{""CAD"":1.400341921513091,""EUR"":0.8789161482122197,""MXN"":25.115467973136024,""USD"":1,""SGD"":1.4016420802334904,""AUD"":1.6973047000408135,""GBP"":0.8237334473637994}"
aTLPyC42UV5qYVePpU7KG,TRUE,GLOBALPAY,evt_1ElW_L4mgtry2xype2ddw9J,2019-01-29T09:36:00.000Z,ACCEPTED,FALSE,27750.78,MX,MXN,"{""CAD"":1.400341921513091,""EUR"":0.8789161482122197,""MXN"":25.115467973136024,""USD"":1,""SGD"":1.4016420802334904,""AUD"":1.6973047000408135,""GBP"":0.8237334473637994}"
NvKGj1fsTWGjlMsf_UFd4,TRUE,GLOBALPAY,evt_1Ed1uB2LOChmh8JJVmaJ-wL,2019-01-29T14:24:00.000Z,ACCEPTED,FALSE,27462.52,MX,MXN,"{""CAD"":1.400341921513091,""EUR"":0.8789161482122197,""MXN"":25.115467973136024,""USD"":1,""SGD"":1.4016420802334904,""AUD"":1.6973047000408135,""GBP"":0.8237334473637994}"
IdrYTz1klFe_LSDgA23Lh,TRUE,GLOBALPAY,evt_1Ek0GX4uRt13DtJ9oXQZTVm,2019-01-29T19:12:00.000Z,ACCEPTED,FALSE,27316.09,MX,MXN,"{""CAD"":1.400341921513091,""EUR"":0.8789161482122197,""MXN"":25.115467973136024,""USD"":1,""SGD"":1.4016420802334904,""AUD"":1.6973047000408135,""GBP"":0.8237334473637994}"
yP790XtSOeIsxxxYHPSEF,TRUE,GLOBALPAY,evt_1Ex8lFwJhiPqpr4e--38ZTq,2019-01-29T00:00:00.000Z,ACCEPTED,FALSE,26327.34,UK,GBP,"{""CAD"":1.4039912971944213,""EUR"":0.8796197839134254,""MXN"":25.114155855638717,""USD"":1,""SGD"":1.4040591814493357,""AUD"":1.6981612017904195,""GBP"":0.8248011354719725}"
x_faunEHnJ6c9qb0pQ1HQ,TRUE,GLOBALPAY,evt_1ErotiYOzpcDT5XRyz1k7Ri,2019-01-29T04:48:00.000Z,ACCEPTED,FALSE,26998.04,UK,GBP,"{""CAD"":1.4039912971944213,""EUR"":0.8796197839134254,""MXN"":25.114155855638717,""USD"":1,""SGD"":1.4040591814493357,""AUD"":1.6981612017904195,""GBP"":0.8248011354719725}"
ZKNqAcOWNPQXKPFOuGF91,TRUE,GLOBALPAY,evt_1EQ1zi-Fq-f_Z_IZQahNIZG,2019-01-29T09:36:00.000Z,ACCEPTED,FALSE,27091.82,UK,GBP,"{""CAD"":1.4039912971944213,""EUR"":0.8796197839134254,""MXN"":25.114155855638717,""USD"":1,""SGD"":1.4040591814493357,""AUD"":1.6981612017904195,""GBP"":0.8248011354719725}"
O7LvoNtAhHeK0v1lihzBC,TRUE,GLOBALPAY,evt_1EGgPEVIGCnKb-OWjvEMmDA,2019-01-29T14:24:00.000Z,ACCEPTED,FALSE,27680.3,UK,GBP,"{""CAD"":1.4039912971944213,""EUR"":0.8796197839134254,""MXN"":25.114155855638717,""USD"":1,""SGD"":1.4040591814493357,""AUD"":1.6981612017904195,""GBP"":0.8248011354719725}"
dJSjqHycTPZXWO_ujIvpJ,TRUE,GLOBALPAY,evt_1Efi3b2vQGcNDpqND4DxlpM,2019-01-29T19:12:00.000Z,ACCEPTED,FALSE,27740.82,UK,GBP,"{""CAD"":1.4039912971944213,""EUR"":0.8796197839134254,""MXN"":25.114155855638717,""USD"":1,""SGD"":1.4040591814493357,""AUD"":1.6981612017904195,""GBP"":0.8248011354719725}"
SR3WZPmECZuLNJ8fk8GjY,TRUE,GLOBALPAY,evt_1EycU57uRC9L20sRZXFvkS_,2019-01-29T00:00:00.000Z,ACCEPTED,FALSE,28605.22,FR,EUR,"{""CAD"":1.4057532953969891,""EUR"":0.8779665544914301,""MXN"":25.1113825835496,""USD"":1,""SGD"":1.405738633510663,""AUD"":1.6982344270240772,""GBP"":0.8261949788050202}"
